rndNum,courseNum,rndPos,rndScr,relParScr,cumParScr,playerName,year,name,name2,cost
Round 1,770,T152,80,8,8,29285,2010,BRENT DELAHO,Brent Delahoussaye,#N/A
Round 2,770,T150,80,8,16,29285,2010,BRENT DELAHO,Brent Delahoussaye,#N/A
Round 1,770,155,82,10,10,34047,2010,JOHN LITTLE,John Little II,#N/A
Round 2,770,T150,78,6,16,34047,2010,JOHN LITTLE,John Little II,#N/A
Round 1,770,T38,72,E,E,1035,2010,TOMMY ARMOUR,Tommy Armour III,#N/A
Round 1,770,T81,74,2,2,6251,2010,CHRIS DIMARC,Chris DiMarco,#N/A
Round 1,770,T111,76,4,4,2135,2010,MIKE STANDL,Mike Standly,#N/A
Round 1,770,T145,79,7,7,20094,2010,JONATH KAYE,Jonathan Kaye,#N/A
Round 1,770,156,85,13,13,24912,2010,WILL MACKEN,Will MacKenzie,7400
Round 1,770,T8,69,-3,-3,29518,2011,BRENDA STEELE,Brendan Steele,#N/A
Round 2,770,T1,72,E,-3,29518,2011,BRENDA STEELE,Brendan Steele,#N/A
Round 3,770,1,68,-4,-7,29518,2011,BRENDA STEELE,Brendan Steele,#N/A
Round 4,770,1,71,-1,-8,29518,2011,BRENDA STEELE,Brendan Steele,#N/A
Round 1,770,T3,68,-4,-4,32366,2011,KEVIN CHAPPE,Kevin Chappell,6300
Round 2,770,T1,73,1,-3,32366,2011,KEVIN CHAPPE,Kevin Chappell,6300
Round 3,770,T3,70,-2,-5,32366,2011,KEVIN CHAPPE,Kevin Chappell,6300
Round 4,770,T2,70,-2,-7,32366,2011,KEVIN CHAPPE,Kevin Chappell,6300
Round 1,770,T3,68,-4,-4,12716,2011,CHARLE HOFFMA,Charley Hoffman,7300
Round 2,770,T1,73,1,-3,12716,2011,CHARLE HOFFMA,Charley Hoffman,7300
Round 3,770,T8,72,E,-3,12716,2011,CHARLE HOFFMA,Charley Hoffman,7300
Round 4,770,T2,68,-4,-7,12716,2011,CHARLE HOFFMA,Charley Hoffman,7300
Round 1,770,T8,69,-3,-3,27649,2011,BRANDT SNEDEK,Brandt Snedeker,9500
Round 2,770,T1,72,E,-3,27649,2011,BRANDT SNEDEK,Brandt Snedeker,9500
Round 3,770,T3,70,-2,-5,27649,2011,BRANDT SNEDEK,Brandt Snedeker,9500
Round 4,770,4,71,-1,-6,27649,2011,BRANDT SNEDEK,Brandt Snedeker,9500
Round 1,770,T51,72,E,E,21731,2011,FREDDI JACOBS,Freddie Jacobson,#N/A
Round 2,770,T57,75,3,3,21731,2011,FREDDI JACOBS,Freddie Jacobson,#N/A
Round 3,770,T10,67,-5,-2,21731,2011,FREDDI JACOBS,Freddie Jacobson,#N/A
Round 4,770,T5,69,-3,-5,21731,2011,FREDDI JACOBS,Freddie Jacobson,#N/A
Round 1,770,T24,71,-1,-1,24361,2011,PAT PEREZ,Pat Perez,#N/A
Round 2,770,T29,74,2,1,24361,2011,PAT PEREZ,Pat Perez,#N/A
Round 3,770,T5,67,-5,-4,24361,2011,PAT PEREZ,Pat Perez,#N/A
Round 4,770,T5,71,-1,-5,24361,2011,PAT PEREZ,Pat Perez,#N/A
Round 1,770,T24,71,-1,-1,33419,2011,CAMERO TRINGA,Cameron Tringale,6500
Round 2,770,T8,71,-1,-2,33419,2011,CAMERO TRINGA,Cameron Tringale,6500
Round 3,770,2,68,-4,-6,33419,2011,CAMERO TRINGA,Cameron Tringale,6500
Round 4,770,T5,73,1,-5,33419,2011,CAMERO TRINGA,Cameron Tringale,6500
Round 1,770,T24,71,-1,-1,21961,2011,CHARLE HOWELL,Charles Howell III,6800
Round 2,770,T17,73,1,E,21961,2011,CHARLE HOWELL,Charles Howell III,6800
Round 3,770,T5,68,-4,-4,21961,2011,CHARLE HOWELL,Charles Howell III,6800
Round 4,770,8,72,E,-4,21961,2011,CHARLE HOWELL,Charles Howell III,6800
Round 1,770,T72,73,1,1,33141,2011,KEEGAN BRADLE,Keegan Bradley,#N/A
Round 2,770,T45,73,1,2,33141,2011,KEEGAN BRADLE,Keegan Bradley,#N/A
Round 3,770,T30,71,-1,1,33141,2011,KEEGAN BRADLE,Keegan Bradley,#N/A
Round 4,770,T9,68,-4,-3,33141,2011,KEEGAN BRADLE,Keegan Bradley,#N/A
Round 1,770,T51,72,E,E,27936,2011,MARTIN LAIRD,Martin Laird,8600
Round 2,770,T45,74,2,2,27936,2011,MARTIN LAIRD,Martin Laird,8600
Round 3,770,T16,69,-3,-1,27936,2011,MARTIN LAIRD,Martin Laird,8600
Round 4,770,T9,70,-2,-3,27936,2011,MARTIN LAIRD,Martin Laird,8600
Round 1,770,T14,70,-2,-2,27141,2011,J.B. HOLMES,J.B. Holmes,#N/A
Round 2,770,T12,73,1,-1,27141,2011,J.B. HOLMES,J.B. Holmes,#N/A
Round 3,770,T16,72,E,-1,27141,2011,J.B. HOLMES,J.B. Holmes,#N/A
Round 4,770,T11,71,-1,-2,27141,2011,J.B. HOLMES,J.B. Holmes,#N/A
Round 1,770,T24,71,-1,-1,30692,2011,SCOTT STALLI,Scott Stallings,5900
Round 2,770,T17,73,1,E,30692,2011,SCOTT STALLI,Scott Stallings,5900
Round 3,770,T51,75,3,3,30692,2011,SCOTT STALLI,Scott Stallings,5900
Round 4,770,T11,67,-5,-2,30692,2011,SCOTT STALLI,Scott Stallings,5900
Round 1,770,T24,71,-1,-1,6595,2011,KEVIN SUTHER,Kevin Sutherland,#N/A
Round 2,770,T1,70,-2,-3,6595,2011,KEVIN SUTHER,Kevin Sutherland,#N/A
Round 3,770,T16,74,2,-1,6595,2011,KEVIN SUTHER,Kevin Sutherland,#N/A
Round 4,770,T11,71,-1,-2,6595,2011,KEVIN SUTHER,Kevin Sutherland,#N/A
Round 1,770,T14,70,-2,-2,12602,2011,DEAN WILSON,Dean Wilson,#N/A
Round 2,770,T8,72,E,-2,12602,2011,DEAN WILSON,Dean Wilson,#N/A
Round 3,770,T10,72,E,-2,12602,2011,DEAN WILSON,Dean Wilson,#N/A
Round 4,770,T11,72,E,-2,12602,2011,DEAN WILSON,Dean Wilson,#N/A
Round 1,770,T24,71,-1,-1,23614,2011,RICH BEEM,Rich Beem,#N/A
Round 2,770,T1,70,-2,-3,23614,2011,RICH BEEM,Rich Beem,#N/A
Round 3,770,T8,72,E,-3,23614,2011,RICH BEEM,Rich Beem,#N/A
Round 4,770,T15,74,2,-1,23614,2011,RICH BEEM,Rich Beem,#N/A
Round 1,770,T24,71,-1,-1,7457,2011,STEVE FLESCH,Steve Flesch,#N/A
Round 2,770,T57,76,4,3,7457,2011,STEVE FLESCH,Steve Flesch,#N/A
Round 3,770,T16,68,-4,-1,7457,2011,STEVE FLESCH,Steve Flesch,#N/A
Round 4,770,T15,72,E,-1,7457,2011,STEVE FLESCH,Steve Flesch,#N/A
Round 1,770,T14,70,-2,-2,32698,2011,BOBBY GATES,Bobby Gates,#N/A
Round 2,770,T69,78,6,4,32698,2011,BOBBY GATES,Bobby Gates,#N/A
Round 3,770,T23,68,-4,E,32698,2011,BOBBY GATES,Bobby Gates,#N/A
Round 4,770,T15,71,-1,-1,32698,2011,BOBBY GATES,Bobby Gates,#N/A
Round 1,770,T103,75,3,3,24604,2011,HUNTER HAAS,Hunter Haas,#N/A
Round 2,770,T29,70,-2,1,24604,2011,HUNTER HAAS,Hunter Haas,#N/A
Round 3,770,T23,71,-1,E,24604,2011,HUNTER HAAS,Hunter Haas,#N/A
Round 4,770,T15,71,-1,-1,24604,2011,HUNTER HAAS,Hunter Haas,#N/A
Round 1,770,T103,75,3,3,6573,2011,BRANDT JOBE,Brandt Jobe,#N/A
Round 2,770,T17,69,-3,E,6573,2011,BRANDT JOBE,Brandt Jobe,#N/A
Round 3,770,T30,73,1,1,6573,2011,BRANDT JOBE,Brandt Jobe,#N/A
Round 4,770,T15,70,-2,-1,6573,2011,BRANDT JOBE,Brandt Jobe,#N/A
Round 1,770,T8,69,-3,-3,27214,2011,KEVIN STREEL,Kevin Streelman,6900
Round 2,770,T29,76,4,1,27214,2011,KEVIN STREEL,Kevin Streelman,6900
Round 3,770,T30,72,E,1,27214,2011,KEVIN STREEL,Kevin Streelman,6900
Round 4,770,T15,70,-2,-1,27214,2011,KEVIN STREEL,Kevin Streelman,6900
Round 1,770,T92,74,2,2,26287,2011,ROLAND THATCH,Roland Thatcher,#N/A
Round 2,770,T69,74,2,4,26287,2011,ROLAND THATCH,Roland Thatcher,#N/A
Round 3,770,T40,70,-2,2,26287,2011,ROLAND THATCH,Roland Thatcher,#N/A
Round 4,770,T15,69,-3,-1,26287,2011,ROLAND THATCH,Roland Thatcher,#N/A
Round 1,770,T24,71,-1,-1,26951,2011,JOHNSO WAGNER,Johnson Wagner,#N/A
Round 2,770,T45,75,3,2,26951,2011,JOHNSO WAGNER,Johnson Wagner,#N/A
Round 3,770,T23,70,-2,E,26951,2011,JOHNSO WAGNER,Johnson Wagner,#N/A
Round 4,770,T15,71,-1,-1,26951,2011,JOHNSO WAGNER,Johnson Wagner,#N/A
Round 1,770,T24,71,-1,-1,19846,2011,BRIAN GAY,Brian Gay,#N/A
Round 2,770,T29,74,2,1,19846,2011,BRIAN GAY,Brian Gay,#N/A
Round 3,770,T30,72,E,1,19846,2011,BRIAN GAY,Brian Gay,#N/A
Round 4,770,T23,71,-1,E,19846,2011,BRIAN GAY,Brian Gay,#N/A
Round 1,770,T24,71,-1,-1,20645,2011,JOHN SENDEN,John Senden,7600
Round 2,770,T29,74,2,1,20645,2011,JOHN SENDEN,John Senden,7600
Round 3,770,T30,72,E,1,20645,2011,JOHN SENDEN,John Senden,7600
Round 4,770,T23,71,-1,E,20645,2011,JOHN SENDEN,John Senden,7600
Round 1,770,T51,72,E,E,23638,2011,BRENDO DE JON,Brendon de Jonge,6500
Round 2,770,T17,72,E,E,23638,2011,BRENDO DE JON,Brendon de Jonge,6500
Round 3,770,T16,71,-1,-1,23638,2011,BRENDO DE JON,Brendon de Jonge,6500
Round 4,770,T23,73,1,E,23638,2011,BRENDO DE JON,Brendon de Jonge,6500
Round 1,770,T103,75,3,3,23718,2011,NATHAN GREEN,Nathan Green,#N/A
Round 2,770,T69,73,1,4,23718,2011,NATHAN GREEN,Nathan Green,#N/A
Round 3,770,T30,69,-3,1,23718,2011,NATHAN GREEN,Nathan Green,#N/A
Round 4,770,T23,71,-1,E,23718,2011,NATHAN GREEN,Nathan Green,#N/A
Round 1,770,T8,69,-3,-3,22046,2011,GEOFF OGILVY,Geoff Ogilvy,#N/A
Round 2,770,T1,72,E,-3,22046,2011,GEOFF OGILVY,Geoff Ogilvy,#N/A
Round 3,770,T16,74,2,-1,22046,2011,GEOFF OGILVY,Geoff Ogilvy,#N/A
Round 4,770,T23,73,1,E,22046,2011,GEOFF OGILVY,Geoff Ogilvy,#N/A
Round 1,770,T14,70,-2,-2,32876,2011,MARTIN PILLER,Martin Piller,#N/A
Round 2,770,T29,75,3,1,32876,2011,MARTIN PILLER,Martin Piller,#N/A
Round 3,770,T16,70,-2,-1,32876,2011,MARTIN PILLER,Martin Piller,#N/A
Round 4,770,T23,73,1,E,32876,2011,MARTIN PILLER,Martin Piller,#N/A
Round 1,770,T3,68,-4,-4,24502,2011,ADAM SCOTT,Adam Scott,13200
Round 2,770,T8,74,2,-2,24502,2011,ADAM SCOTT,Adam Scott,13200
Round 3,770,T5,70,-2,-4,24502,2011,ADAM SCOTT,Adam Scott,13200
Round 4,770,T23,76,4,E,24502,2011,ADAM SCOTT,Adam Scott,13200
Round 1,770,T24,71,-1,-1,29910,2011,BLAKE ADAMS,Blake Adams,#N/A
Round 2,770,T29,74,2,1,29910,2011,BLAKE ADAMS,Blake Adams,#N/A
Round 3,770,T40,73,1,2,29910,2011,BLAKE ADAMS,Blake Adams,#N/A
Round 4,770,T30,71,-1,1,29910,2011,BLAKE ADAMS,Blake Adams,#N/A
Round 1,770,T24,71,-1,-1,20498,2011,BRINY BAIRD,Briny Baird,#N/A
Round 2,770,T45,75,3,2,20498,2011,BRINY BAIRD,Briny Baird,#N/A
Round 3,770,T23,70,-2,E,20498,2011,BRINY BAIRD,Briny Baird,#N/A
Round 4,770,T30,73,1,1,20498,2011,BRINY BAIRD,Briny Baird,#N/A
Round 1,770,T72,73,1,1,28307,2011,MATT EVERY,Matt Every,5100
Round 2,770,T8,69,-3,-2,28307,2011,MATT EVERY,Matt Every,5100
Round 3,770,T23,74,2,E,28307,2011,MATT EVERY,Matt Every,5100
Round 4,770,T30,73,1,1,28307,2011,MATT EVERY,Matt Every,5100
Round 1,770,T51,72,E,E,21350,2011,RYUJI IMADA,Ryuji Imada,#N/A
Round 2,770,T57,75,3,3,21350,2011,RYUJI IMADA,Ryuji Imada,#N/A
Round 3,770,T30,70,-2,1,21350,2011,RYUJI IMADA,Ryuji Imada,#N/A
Round 4,770,T30,72,E,1,21350,2011,RYUJI IMADA,Ryuji Imada,#N/A
Round 1,770,T72,73,1,1,10860,2011,JUSTIN LEONAR,Justin Leonard,3800
Round 2,770,T69,75,3,4,10860,2011,JUSTIN LEONAR,Justin Leonard,3800
Round 3,770,T51,71,-1,3,10860,2011,JUSTIN LEONAR,Justin Leonard,3800
Round 4,770,T30,70,-2,1,10860,2011,JUSTIN LEONAR,Justin Leonard,3800
Round 1,770,T8,69,-3,-3,27120,2011,TROY MATTES,Troy Matteson,#N/A
Round 2,770,T29,76,4,1,27120,2011,TROY MATTES,Troy Matteson,#N/A
Round 3,770,T40,73,1,2,27120,2011,TROY MATTES,Troy Matteson,#N/A
Round 4,770,T30,71,-1,1,27120,2011,TROY MATTES,Troy Matteson,#N/A
Round 1,770,T72,73,1,1,24846,2011,RICKY BARNES,Ricky Barnes,3200
Round 2,770,T12,70,-2,-1,24846,2011,RICKY BARNES,Ricky Barnes,3200
Round 3,770,T10,71,-1,-2,24846,2011,RICKY BARNES,Ricky Barnes,3200
Round 4,770,T36,76,4,2,24846,2011,RICKY BARNES,Ricky Barnes,3200
Round 1,770,T24,71,-1,-1,28087,2011,KRIS BLANKS,Kris Blanks,#N/A
Round 2,770,T17,73,1,E,28087,2011,KRIS BLANKS,Kris Blanks,#N/A
Round 3,770,T30,73,1,1,28087,2011,KRIS BLANKS,Kris Blanks,#N/A
Round 4,770,T36,73,1,2,28087,2011,KRIS BLANKS,Kris Blanks,#N/A
Round 1,770,T72,73,1,1,8537,2011,J.P. HAYES,J.P. Hayes,#N/A
Round 2,770,T45,73,1,2,8537,2011,J.P. HAYES,J.P. Hayes,#N/A
Round 3,770,T10,68,-4,-2,8537,2011,J.P. HAYES,J.P. Hayes,#N/A
Round 4,770,T36,76,4,2,8537,2011,J.P. HAYES,J.P. Hayes,#N/A
Round 1,770,T24,71,-1,-1,1724,2011,JEFF MAGGER,Jeff Maggert,#N/A
Round 2,770,T12,72,E,-1,1724,2011,JEFF MAGGER,Jeff Maggert,#N/A
Round 3,770,T10,71,-1,-2,1724,2011,JEFF MAGGER,Jeff Maggert,#N/A
Round 4,770,T36,76,4,2,1724,2011,JEFF MAGGER,Jeff Maggert,#N/A
Round 1,770,T72,73,1,1,31202,2011,WILLIA MCGIRT,William McGirt,6600
Round 2,770,T45,73,1,2,31202,2011,WILLIA MCGIRT,William McGirt,6600
Round 3,770,T23,70,-2,E,31202,2011,WILLIA MCGIRT,William McGirt,6600
Round 4,770,T36,74,2,2,31202,2011,WILLIA MCGIRT,William McGirt,6600
Round 1,770,T72,73,1,1,23800,2011,BRYCE MOLDER,Bryce Molder,5100
Round 2,770,T69,75,3,4,23800,2011,BRYCE MOLDER,Bryce Molder,5100
Round 3,770,T40,70,-2,2,23800,2011,BRYCE MOLDER,Bryce Molder,5100
Round 4,770,T36,72,E,2,23800,2011,BRYCE MOLDER,Bryce Molder,5100
Round 1,770,T72,73,1,1,22348,2011,NICK O'HERN,Nick O'Hern,#N/A
Round 2,770,T29,72,E,1,22348,2011,NICK O'HERN,Nick O'Hern,#N/A
Round 3,770,T40,73,1,2,22348,2011,NICK O'HERN,Nick O'Hern,#N/A
Round 4,770,T36,72,E,2,22348,2011,NICK O'HERN,Nick O'Hern,#N/A
Round 1,770,T14,70,-2,-2,26679,2011,KEVIN STADLE,Kevin Stadler,#N/A
Round 2,770,T57,77,5,3,26679,2011,KEVIN STADLE,Kevin Stadler,#N/A
Round 3,770,T23,69,-3,E,26679,2011,KEVIN STADLE,Kevin Stadler,#N/A
Round 4,770,T36,74,2,2,26679,2011,KEVIN STADLE,Kevin Stadler,#N/A
Round 1,770,T51,72,E,E,27933,2011,JOHN MERRIC,John Merrick,3900
Round 2,770,T17,72,E,E,27933,2011,JOHN MERRIC,John Merrick,3900
Round 3,770,T66,77,5,5,27933,2011,JOHN MERRIC,John Merrick,3900
Round 4,770,T44,70,-2,3,27933,2011,JOHN MERRIC,John Merrick,3900
Round 1,770,T14,70,-2,-2,23497,2011,TAG RIDING,Tag Ridings,#N/A
Round 2,770,T17,74,2,E,23497,2011,TAG RIDING,Tag Ridings,#N/A
Round 3,770,T30,73,1,1,23497,2011,TAG RIDING,Tag Ridings,#N/A
Round 4,770,T44,74,2,3,23497,2011,TAG RIDING,Tag Ridings,#N/A
Round 1,770,T3,68,-4,-4,23325,2011,VAUGHN TAYLOR,Vaughn Taylor,#N/A
Round 2,770,T12,75,3,-1,23325,2011,VAUGHN TAYLOR,Vaughn Taylor,#N/A
Round 3,770,T10,71,-1,-2,23325,2011,VAUGHN TAYLOR,Vaughn Taylor,#N/A
Round 4,770,T44,77,5,3,23325,2011,VAUGHN TAYLOR,Vaughn Taylor,#N/A
Round 1,770,T3,68,-4,-4,27064,2011,JHONAT VEGAS,Jhonattan Vegas,4800
Round 2,770,T17,76,4,E,27064,2011,JHONAT VEGAS,Jhonattan Vegas,4800
Round 3,770,T57,76,4,4,27064,2011,JHONAT VEGAS,Jhonattan Vegas,4800
Round 4,770,T44,71,-1,3,27064,2011,JHONAT VEGAS,Jhonattan Vegas,4800
Round 1,770,T14,70,-2,-2,30926,2011,CHRIS KIRK,Chris Kirk,#N/A
Round 2,770,T45,76,4,2,30926,2011,CHRIS KIRK,Chris Kirk,#N/A
Round 3,770,T40,72,E,2,30926,2011,CHRIS KIRK,Chris Kirk,#N/A
Round 4,770,T48,74,2,4,30926,2011,CHRIS KIRK,Chris Kirk,#N/A
Round 1,770,T24,71,-1,-1,23548,2011,BILL LUNDE,Bill Lunde,#N/A
Round 2,770,T17,73,1,E,23548,2011,BILL LUNDE,Bill Lunde,#N/A
Round 3,770,T40,74,2,2,23548,2011,BILL LUNDE,Bill Lunde,#N/A
Round 4,770,T48,74,2,4,23548,2011,BILL LUNDE,Bill Lunde,#N/A
Round 1,770,T51,72,E,E,1766,2011,BILLY MAYFAI,Billy Mayfair,#N/A
Round 2,770,T29,73,1,1,1766,2011,BILLY MAYFAI,Billy Mayfair,#N/A
Round 3,770,T51,74,2,3,1766,2011,BILLY MAYFAI,Billy Mayfair,#N/A
Round 4,770,T48,73,1,4,1766,2011,BILLY MAYFAI,Billy Mayfair,#N/A
Round 1,770,T24,71,-1,-1,21407,2011,ARJUN ATWAL,Arjun Atwal,#N/A
Round 2,770,T69,77,5,4,21407,2011,ARJUN ATWAL,Arjun Atwal,#N/A
Round 3,770,T51,71,-1,3,21407,2011,ARJUN ATWAL,Arjun Atwal,#N/A
Round 4,770,T51,74,2,5,21407,2011,ARJUN ATWAL,Arjun Atwal,#N/A
Round 1,770,T72,73,1,1,7867,2011,WOODY AUSTIN,Woody Austin,2800
Round 2,770,T45,73,1,2,7867,2011,WOODY AUSTIN,Woody Austin,2800
Round 3,770,T57,74,2,4,7867,2011,WOODY AUSTIN,Woody Austin,2800
Round 4,770,T51,73,1,5,7867,2011,WOODY AUSTIN,Woody Austin,2800
Round 1,770,T92,74,2,2,23409,2011,JAMES DRISCO,James Driscoll,#N/A
Round 2,770,T57,73,1,3,23409,2011,JAMES DRISCO,James Driscoll,#N/A
Round 3,770,T57,73,1,4,23409,2011,JAMES DRISCO,James Driscoll,#N/A
Round 4,770,T51,73,1,5,23409,2011,JAMES DRISCO,James Driscoll,#N/A
Round 1,770,T51,72,E,E,28679,2011,FABIAN GOMEZ,Fabian Gomez,3600
Round 2,770,T45,74,2,2,28679,2011,FABIAN GOMEZ,Fabian Gomez,3600
Round 3,770,T69,76,4,6,28679,2011,FABIAN GOMEZ,Fabian Gomez,3600
Round 4,770,T51,71,-1,5,28679,2011,FABIAN GOMEZ,Fabian Gomez,3600
Round 1,770,T24,71,-1,-1,6643,2011,PAUL GOYDOS,Paul Goydos,#N/A
Round 2,770,T29,74,2,1,6643,2011,PAUL GOYDOS,Paul Goydos,#N/A
Round 3,770,T57,75,3,4,6643,2011,PAUL GOYDOS,Paul Goydos,#N/A
Round 4,770,T51,73,1,5,6643,2011,PAUL GOYDOS,Paul Goydos,#N/A
Round 1,770,T131,78,6,6,35087,2011,BIO KIM,Bio Kim,#N/A
Round 2,770,T57,69,-3,3,35087,2011,BIO KIM,Bio Kim,#N/A
Round 3,770,T74,76,4,7,35087,2011,BIO KIM,Bio Kim,#N/A
Round 4,770,T51,70,-2,5,35087,2011,BIO KIM,Bio Kim,#N/A
Round 1,770,T92,74,2,2,26881,2011,JARROD LYLE,Jarrod Lyle,#N/A
Round 2,770,T29,71,-1,1,26881,2011,JARROD LYLE,Jarrod Lyle,#N/A
Round 3,770,T40,73,1,2,26881,2011,JARROD LYLE,Jarrod Lyle,#N/A
Round 4,770,T51,75,3,5,26881,2011,JARROD LYLE,Jarrod Lyle,#N/A
Round 1,770,T72,73,1,1,33413,2011,BEN MARTIN,Ben Martin,#N/A
Round 2,770,T57,74,2,3,33413,2011,BEN MARTIN,Ben Martin,#N/A
Round 3,770,T51,72,E,3,33413,2011,BEN MARTIN,Ben Martin,#N/A
Round 4,770,T51,74,2,5,33413,2011,BEN MARTIN,Ben Martin,#N/A
Round 1,770,T24,71,-1,-1,12510,2011,CHAD CAMPBE,Chad Campbell,4100
Round 2,770,T17,73,1,E,12510,2011,CHAD CAMPBE,Chad Campbell,4100
Round 3,770,T40,74,2,2,12510,2011,CHAD CAMPBE,Chad Campbell,4100
Round 4,770,T59,76,4,6,12510,2011,CHAD CAMPBE,Chad Campbell,4100
Round 1,770,T1,67,-5,-5,20229,2011,STEWAR CINK,Stewart Cink,4900
Round 2,770,T29,78,6,1,20229,2011,STEWAR CINK,Stewart Cink,4900
Round 3,770,T57,75,3,4,20229,2011,STEWAR CINK,Stewart Cink,4900
Round 4,770,T59,74,2,6,20229,2011,STEWAR CINK,Stewart Cink,4900
Round 1,770,T72,73,1,1,23673,2011,MICHAE CONNEL,Michael Connell,#N/A
Round 2,770,T12,70,-2,-1,23673,2011,MICHAE CONNEL,Michael Connell,#N/A
Round 3,770,T66,78,6,5,23673,2011,MICHAE CONNEL,Michael Connell,#N/A
Round 4,770,T59,73,1,6,23673,2011,MICHAE CONNEL,Michael Connell,#N/A
Round 1,770,T8,69,-3,-3,31557,2011,JIM HERMAN,Jim Herman,4100
Round 2,770,T57,78,6,3,31557,2011,JIM HERMAN,Jim Herman,4100
Round 3,770,T57,73,1,4,31557,2011,JIM HERMAN,Jim Herman,4100
Round 4,770,T59,74,2,6,31557,2011,JIM HERMAN,Jim Herman,4100
Round 1,770,T51,72,E,E,6515,2011,SHAUN MICHEE,Shaun Micheel,#N/A
Round 2,770,T29,73,1,1,6515,2011,SHAUN MICHEE,Shaun Micheel,#N/A
Round 3,770,T40,73,1,2,6515,2011,SHAUN MICHEE,Shaun Micheel,#N/A
Round 4,770,T59,76,4,6,6515,2011,SHAUN MICHEE,Shaun Micheel,#N/A
Round 1,770,T103,75,3,3,23623,2011,BO VAN PE,Bo Van Pelt,4800
Round 2,770,T69,73,1,4,23623,2011,BO VAN PE,Bo Van Pelt,4800
Round 3,770,T30,69,-3,1,23623,2011,BO VAN PE,Bo Van Pelt,4800
Round 4,770,T59,77,5,6,23623,2011,BO VAN PE,Bo Van Pelt,4800
Round 1,770,T103,75,3,3,2239,2011,SCOTT VERPLA,Scott Verplank,#N/A
Round 2,770,T57,72,E,3,2239,2011,SCOTT VERPLA,Scott Verplank,#N/A
Round 3,770,T57,73,1,4,2239,2011,SCOTT VERPLA,Scott Verplank,#N/A
Round 4,770,T59,74,2,6,2239,2011,SCOTT VERPLA,Scott Verplank,#N/A
Round 1,770,T122,77,5,5,25274,2011,STEVEN BOWDIT,Steven Bowditch,3300
Round 2,770,T45,69,-3,2,25274,2011,STEVEN BOWDIT,Steven Bowditch,3300
Round 3,770,T66,75,3,5,25274,2011,STEVEN BOWDIT,Steven Bowditch,3300
Round 4,770,T66,74,2,7,25274,2011,STEVEN BOWDIT,Steven Bowditch,3300
Round 1,770,T14,70,-2,-2,34255,2011,JOSEPH BRAMLE,Joseph Bramlett,#N/A
Round 2,770,T17,74,2,E,34255,2011,JOSEPH BRAMLE,Joseph Bramlett,#N/A
Round 3,770,T69,78,6,6,34255,2011,JOSEPH BRAMLE,Joseph Bramlett,#N/A
Round 4,770,T66,73,1,7,34255,2011,JOSEPH BRAMLE,Joseph Bramlett,#N/A
Round 1,770,T92,74,2,2,20127,2011,CHRIS RILEY,Chris Riley,#N/A
Round 2,770,T45,72,E,2,20127,2011,CHRIS RILEY,Chris Riley,#N/A
Round 3,770,T57,74,2,4,20127,2011,CHRIS RILEY,Chris Riley,#N/A
Round 4,770,T66,75,3,7,20127,2011,CHRIS RILEY,Chris Riley,#N/A
Round 1,770,T1,67,-5,-5,23353,2011,J.J. HENRY,J.J. Henry,4800
Round 2,770,T29,78,6,1,23353,2011,J.J. HENRY,J.J. Henry,4800
Round 3,770,T69,77,5,6,23353,2011,J.J. HENRY,J.J. Henry,4800
Round 4,770,T69,74,2,8,23353,2011,J.J. HENRY,J.J. Henry,4800
Round 1,770,T122,77,5,5,25444,2011,JUSTIN HICKS,Justin Hicks,3400
Round 2,770,T69,71,-1,4,25444,2011,JUSTIN HICKS,Justin Hicks,3400
Round 3,770,T69,74,2,6,25444,2011,JUSTIN HICKS,Justin Hicks,3400
Round 4,770,T69,74,2,8,25444,2011,JUSTIN HICKS,Justin Hicks,3400
Round 1,770,T14,70,-2,-2,11032,2011,FRANK LICKLI,Frank Lickliter II,#N/A
Round 2,770,T57,77,5,3,11032,2011,FRANK LICKLI,Frank Lickliter II,#N/A
Round 3,770,T69,75,3,6,11032,2011,FRANK LICKLI,Frank Lickliter II,#N/A
Round 4,770,T69,74,2,8,11032,2011,FRANK LICKLI,Frank Lickliter II,#N/A
Round 1,770,T51,72,E,E,31193,2011,JIM RENNER,Jim Renner,#N/A
Round 2,770,T17,72,E,E,31193,2011,JIM RENNER,Jim Renner,#N/A
Round 3,770,T40,74,2,2,31193,2011,JIM RENNER,Jim Renner,#N/A
Round 4,770,T69,78,6,8,31193,2011,JIM RENNER,Jim Renner,#N/A
Round 1,770,T24,71,-1,-1,1320,2011,BOB ESTES,Bob Estes,#N/A
Round 2,770,T57,76,4,3,1320,2011,BOB ESTES,Bob Estes,#N/A
Round 3,770,T57,73,1,4,1320,2011,BOB ESTES,Bob Estes,#N/A
Round 4,770,73,77,5,9,1320,2011,BOB ESTES,Bob Estes,#N/A
Round 1,770,T103,75,3,3,9011,2011,DAVID DUVAL,David Duval,#N/A
Round 2,770,T57,72,E,3,9011,2011,DAVID DUVAL,David Duval,#N/A
Round 3,770,T74,76,4,7,9011,2011,DAVID DUVAL,David Duval,#N/A
Round 4,770,T74,76,4,11,9011,2011,DAVID DUVAL,David Duval,#N/A
Round 1,770,T24,71,-1,-1,29420,2011,BILLY HORSCH,Billy Horschel,#N/A
Round 2,770,T29,74,2,1,29420,2011,BILLY HORSCH,Billy Horschel,#N/A
Round 3,770,T51,74,2,3,29420,2011,BILLY HORSCH,Billy Horschel,#N/A
