rndNum,courseNum,rndPos,rndScr,relParScr,cumParScr,playerName,year,name,name2,cost
Round 1,625,T113,73,3,3,25274,2006,STEVEN BOWDIT,Steven Bowditch,3300
Round 1,625,T123,74,4,4,6016,2006,BRAD LARDON,Brad Lardon,#N/A
Round 1,625,T127,75,5,5,2002,2006,JOHN RIEGGE,John Riegger,#N/A
Round 1,625,T135,76,6,6,6197,2006,MICHAE ALLEN,Michael Allen,#N/A
Round 1,625,T143,80,10,10,2294,2006,WILLIE WOOD,Willie Wood,#N/A
Round 1,625,T56,69,-1,-1,24024,2008,ZACH JOHNSO,Zach Johnson,#N/A
Round 2,625,T22,66,-4,-5,24024,2008,ZACH JOHNSO,Zach Johnson,#N/A
Round 3,625,2,62,-8,-13,24024,2008,ZACH JOHNSO,Zach Johnson,#N/A
Round 4,625,1,64,-6,-19,24024,2008,ZACH JOHNSO,Zach Johnson,#N/A
Round 1,625,T20,67,-3,-3,20160,2008,CHARLI WI,Charlie Wi,#N/A
Round 2,625,T22,68,-2,-5,20160,2008,CHARLI WI,Charlie Wi,#N/A
Round 3,625,T13,67,-3,-8,20160,2008,CHARLI WI,Charlie Wi,#N/A
Round 4,625,T2,61,-9,-17,20160,2008,CHARLI WI,Charlie Wi,#N/A
Round 1,625,T20,67,-3,-3,25349,2008,TIM WILKIN,Tim Wilkinson,3200
Round 2,625,T30,69,-1,-4,25349,2008,TIM WILKIN,Tim Wilkinson,3200
Round 3,625,T3,63,-7,-11,25349,2008,TIM WILKIN,Tim Wilkinson,3200
Round 4,625,T2,64,-6,-17,25349,2008,TIM WILKIN,Tim Wilkinson,3200
Round 1,625,T32,68,-2,-2,21878,2008,MARK WILSON,Mark Wilson,3700
Round 2,625,T14,66,-4,-6,21878,2008,MARK WILSON,Mark Wilson,3700
Round 3,625,T6,66,-4,-10,21878,2008,MARK WILSON,Mark Wilson,3700
Round 4,625,T2,63,-7,-17,21878,2008,MARK WILSON,Mark Wilson,3700
Round 1,625,T56,69,-1,-1,28475,2008,JEFF OVERTO,Jeff Overton,5900
Round 2,625,T5,64,-6,-7,28475,2008,JEFF OVERTO,Jeff Overton,5900
Round 3,625,T6,67,-3,-10,28475,2008,JEFF OVERTO,Jeff Overton,5900
Round 4,625,5,65,-5,-15,28475,2008,JEFF OVERTO,Jeff Overton,5900
Round 1,625,T32,68,-2,-2,6004,2008,STEPHE AMES,Stephen Ames,#N/A
Round 2,625,T68,71,1,-1,6004,2008,STEPHE AMES,Stephen Ames,#N/A
Round 3,625,T36,66,-4,-5,6004,2008,STEPHE AMES,Stephen Ames,#N/A
Round 4,625,T6,62,-8,-13,6004,2008,STEPHE AMES,Stephen Ames,#N/A
Round 1,625,T10,66,-4,-4,27963,2008,CHRIS STROUD,Chris Stroud,#N/A
Round 2,625,1,64,-6,-10,27963,2008,CHRIS STROUD,Chris Stroud,#N/A
Round 3,625,T3,69,-1,-11,27963,2008,CHRIS STROUD,Chris Stroud,#N/A
Round 4,625,T6,68,-2,-13,27963,2008,CHRIS STROUD,Chris Stroud,#N/A
Round 1,625,T4,65,-5,-5,12782,2008,TIM HERRON,Tim Herron,#N/A
Round 2,625,T2,67,-3,-8,12782,2008,TIM HERRON,Tim Herron,#N/A
Round 3,625,T3,67,-3,-11,12782,2008,TIM HERRON,Tim Herron,#N/A
Round 4,625,T8,69,-1,-12,12782,2008,TIM HERRON,Tim Herron,#N/A
Round 1,625,T89,71,1,1,24361,2008,PAT PEREZ,Pat Perez,#N/A
Round 2,625,T22,64,-6,-5,24361,2008,PAT PEREZ,Pat Perez,#N/A
Round 3,625,T19,68,-2,-7,24361,2008,PAT PEREZ,Pat Perez,#N/A
Round 4,625,T8,65,-5,-12,24361,2008,PAT PEREZ,Pat Perez,#N/A
Round 1,625,T20,67,-3,-3,23621,2008,RORY SABBAT,Rory Sabbatini,6400
Round 2,625,T5,66,-4,-7,23621,2008,RORY SABBAT,Rory Sabbatini,6400
Round 3,625,1,63,-7,-14,23621,2008,RORY SABBAT,Rory Sabbatini,6400
Round 4,625,T8,72,2,-12,23621,2008,RORY SABBAT,Rory Sabbatini,6400
Round 1,625,T56,69,-1,-1,21805,2008,HARRIS FRAZAR,Harrison Frazar,#N/A
Round 2,625,T51,69,-1,-2,21805,2008,HARRIS FRAZAR,Harrison Frazar,#N/A
Round 3,625,T19,65,-5,-7,21805,2008,HARRIS FRAZAR,Harrison Frazar,#N/A
Round 4,625,T11,66,-4,-11,21805,2008,HARRIS FRAZAR,Harrison Frazar,#N/A
Round 1,625,T4,65,-5,-5,6012,2008,GREG KRAFT,Greg Kraft,#N/A
Round 2,625,T30,71,1,-4,6012,2008,GREG KRAFT,Greg Kraft,#N/A
Round 3,625,T11,65,-5,-9,6012,2008,GREG KRAFT,Greg Kraft,#N/A
Round 4,625,T11,68,-2,-11,6012,2008,GREG KRAFT,Greg Kraft,#N/A
Round 1,625,T71,70,E,E,10860,2008,JUSTIN LEONAR,Justin Leonard,3800
Round 2,625,T68,69,-1,-1,10860,2008,JUSTIN LEONAR,Justin Leonard,3800
Round 3,625,T19,64,-6,-7,10860,2008,JUSTIN LEONAR,Justin Leonard,3800
Round 4,625,T11,66,-4,-11,10860,2008,JUSTIN LEONAR,Justin Leonard,3800
Round 1,625,T20,67,-3,-3,1948,2008,TIM PETROV,Tim Petrovic,3700
Round 2,625,T2,65,-5,-8,1948,2008,TIM PETROV,Tim Petrovic,3700
Round 3,625,T6,68,-2,-10,1948,2008,TIM PETROV,Tim Petrovic,3700
Round 4,625,T11,69,-1,-11,1948,2008,TIM PETROV,Tim Petrovic,3700
Round 1,625,T56,69,-1,-1,10505,2008,SHANE BERTSC,Shane Bertsch,#N/A
Round 2,625,T51,69,-1,-2,10505,2008,SHANE BERTSC,Shane Bertsch,#N/A
Round 3,625,T27,66,-4,-6,10505,2008,SHANE BERTSC,Shane Bertsch,#N/A
Round 4,625,T15,66,-4,-10,10505,2008,SHANE BERTSC,Shane Bertsch,#N/A
Round 1,625,T20,67,-3,-3,30925,2008,DUSTIN JOHNSO,Dustin Johnson,#N/A
Round 2,625,T30,69,-1,-4,30925,2008,DUSTIN JOHNSO,Dustin Johnson,#N/A
Round 3,625,T27,68,-2,-6,30925,2008,DUSTIN JOHNSO,Dustin Johnson,#N/A
Round 4,625,T15,66,-4,-10,30925,2008,DUSTIN JOHNSO,Dustin Johnson,#N/A
Round 1,625,T111,73,3,3,1724,2008,JEFF MAGGER,Jeff Maggert,#N/A
Round 2,625,T51,65,-5,-2,1724,2008,JEFF MAGGER,Jeff Maggert,#N/A
Round 3,625,T13,64,-6,-8,1724,2008,JEFF MAGGER,Jeff Maggert,#N/A
Round 4,625,T15,68,-2,-10,1724,2008,JEFF MAGGER,Jeff Maggert,#N/A
Round 1,625,T10,66,-4,-4,2223,2008,BOB TWAY,Bob Tway,#N/A
Round 2,625,T51,72,2,-2,2223,2008,BOB TWAY,Bob Tway,#N/A
Round 3,625,T13,64,-6,-8,2223,2008,BOB TWAY,Bob Tway,#N/A
Round 4,625,T15,68,-2,-10,2223,2008,BOB TWAY,Bob Tway,#N/A
Round 1,625,T10,66,-4,-4,21633,2008,STEVE ALLAN,Steve Allan,#N/A
Round 2,625,T30,70,E,-4,21633,2008,STEVE ALLAN,Steve Allan,#N/A
Round 3,625,T54,71,1,-3,21633,2008,STEVE ALLAN,Steve Allan,#N/A
Round 4,625,T19,64,-6,-9,21633,2008,STEVE ALLAN,Steve Allan,#N/A
Round 1,625,T4,65,-5,-5,25720,2008,CHAD COLLIN,Chad Collins,4900
Round 2,625,T51,73,3,-2,25720,2008,CHAD COLLIN,Chad Collins,4900
Round 3,625,T19,65,-5,-7,25720,2008,CHAD COLLIN,Chad Collins,4900
Round 4,625,T19,68,-2,-9,25720,2008,CHAD COLLIN,Chad Collins,4900
Round 1,625,T32,68,-2,-2,6251,2008,CHRIS DIMARC,Chris DiMarco,#N/A
Round 2,625,T41,69,-1,-3,6251,2008,CHRIS DIMARC,Chris DiMarco,#N/A
Round 3,625,T54,70,E,-3,6251,2008,CHRIS DIMARC,Chris DiMarco,#N/A
Round 4,625,T19,64,-6,-9,6251,2008,CHRIS DIMARC,Chris DiMarco,#N/A
Round 1,625,T32,68,-2,-2,6621,2008,JOE DURANT,Joe Durant,#N/A
Round 2,625,T22,67,-3,-5,6621,2008,JOE DURANT,Joe Durant,#N/A
Round 3,625,T54,72,2,-3,6621,2008,JOE DURANT,Joe Durant,#N/A
Round 4,625,T19,64,-6,-9,6621,2008,JOE DURANT,Joe Durant,#N/A
Round 1,625,T4,65,-5,-5,22892,2008,JASON GORE,Jason Gore,#N/A
Round 2,625,T68,74,4,-1,22892,2008,JASON GORE,Jason Gore,#N/A
Round 3,625,T36,66,-4,-5,22892,2008,JASON GORE,Jason Gore,#N/A
Round 4,625,T19,66,-4,-9,22892,2008,JASON GORE,Jason Gore,#N/A
Round 1,625,T10,66,-4,-4,6643,2008,PAUL GOYDOS,Paul Goydos,#N/A
Round 2,625,T2,66,-4,-8,6643,2008,PAUL GOYDOS,Paul Goydos,#N/A
Round 3,625,T36,73,3,-5,6643,2008,PAUL GOYDOS,Paul Goydos,#N/A
Round 4,625,T19,66,-4,-9,6643,2008,PAUL GOYDOS,Paul Goydos,#N/A
Round 1,625,T32,68,-2,-2,12309,2008,BOB SOWARD,Bob Sowards,#N/A
Round 2,625,T51,70,E,-2,12309,2008,BOB SOWARD,Bob Sowards,#N/A
Round 3,625,T64,70,E,-2,12309,2008,BOB SOWARD,Bob Sowards,#N/A
Round 4,625,T19,63,-7,-9,12309,2008,BOB SOWARD,Bob Sowards,#N/A
Round 1,625,T71,70,E,E,27214,2008,KEVIN STREEL,Kevin Streelman,6900
Round 2,625,T5,63,-7,-7,27214,2008,KEVIN STREEL,Kevin Streelman,6900
Round 3,625,T13,69,-1,-8,27214,2008,KEVIN STREEL,Kevin Streelman,6900
Round 4,625,T19,69,-1,-9,27214,2008,KEVIN STREEL,Kevin Streelman,6900
Round 1,625,T20,67,-3,-3,25632,2008,JIMMY WALKER,Jimmy Walker,#N/A
Round 2,625,T5,66,-4,-7,25632,2008,JIMMY WALKER,Jimmy Walker,#N/A
Round 3,625,T13,69,-1,-8,25632,2008,JIMMY WALKER,Jimmy Walker,#N/A
Round 4,625,T19,69,-1,-9,25632,2008,JIMMY WALKER,Jimmy Walker,#N/A
Round 1,625,T32,68,-2,-2,1313,2008,STEVE ELKING,Steve Elkington,#N/A
Round 2,625,T51,70,E,-2,1313,2008,STEVE ELKING,Steve Elkington,#N/A
Round 3,625,T72,73,3,1,1313,2008,STEVE ELKING,Steve Elkington,#N/A
Round 4,625,T28,61,-9,-8,1313,2008,STEVE ELKING,Steve Elkington,#N/A
Round 1,625,T32,68,-2,-2,32150,2008,MICHAE THOMPS,Michael Thompson,5400
Round 2,625,T5,65,-5,-7,32150,2008,MICHAE THOMPS,Michael Thompson,5400
Round 3,625,T6,67,-3,-10,32150,2008,MICHAE THOMPS,Michael Thompson,5400
Round 4,625,T28,72,2,-8,32150,2008,MICHAE THOMPS,Michael Thompson,5400
Round 1,625,T32,68,-2,-2,19846,2008,BRIAN GAY,Brian Gay,#N/A
Round 2,625,T22,67,-3,-5,19846,2008,BRIAN GAY,Brian Gay,#N/A
Round 3,625,T27,69,-1,-6,19846,2008,BRIAN GAY,Brian Gay,#N/A
Round 4,625,T30,69,-1,-7,19846,2008,BRIAN GAY,Brian Gay,#N/A
Round 1,625,1,62,-8,-8,23718,2008,NATHAN GREEN,Nathan Green,#N/A
Round 2,625,T41,75,5,-3,23718,2008,NATHAN GREEN,Nathan Green,#N/A
Round 3,625,T54,70,E,-3,23718,2008,NATHAN GREEN,Nathan Green,#N/A
Round 4,625,T30,66,-4,-7,23718,2008,NATHAN GREEN,Nathan Green,#N/A
Round 1,625,T32,68,-2,-2,20433,2008,MARK HENSBY,Mark Hensby,#N/A
Round 2,625,T14,66,-4,-6,20433,2008,MARK HENSBY,Mark Hensby,#N/A
Round 3,625,T11,67,-3,-9,20433,2008,MARK HENSBY,Mark Hensby,#N/A
Round 4,625,T30,72,2,-7,20433,2008,MARK HENSBY,Mark Hensby,#N/A
Round 1,625,T32,68,-2,-2,27120,2008,TROY MATTES,Troy Matteson,#N/A
Round 2,625,T51,70,E,-2,27120,2008,TROY MATTES,Troy Matteson,#N/A
Round 3,625,T27,66,-4,-6,27120,2008,TROY MATTES,Troy Matteson,#N/A
Round 4,625,T30,69,-1,-7,27120,2008,TROY MATTES,Troy Matteson,#N/A
Round 1,625,T10,66,-4,-4,21949,2008,JOE OGILVI,Joe Ogilvie,#N/A
Round 2,625,T5,67,-3,-7,21949,2008,JOE OGILVI,Joe Ogilvie,#N/A
Round 3,625,T6,67,-3,-10,21949,2008,JOE OGILVI,Joe Ogilvie,#N/A
Round 4,625,T30,73,3,-7,21949,2008,JOE OGILVI,Joe Ogilvie,#N/A
Round 1,625,T10,66,-4,-4,23497,2008,TAG RIDING,Tag Ridings,#N/A
Round 2,625,T30,70,E,-4,23497,2008,TAG RIDING,Tag Ridings,#N/A
Round 3,625,T36,69,-1,-5,23497,2008,TAG RIDING,Tag Ridings,#N/A
Round 4,625,T30,68,-2,-7,23497,2008,TAG RIDING,Tag Ridings,#N/A
Round 1,625,T32,68,-2,-2,23540,2008,JASON ALLRED,Jason Allred,#N/A
Round 2,625,T14,66,-4,-6,23540,2008,JASON ALLRED,Jason Allred,#N/A
Round 3,625,T64,74,4,-2,23540,2008,JASON ALLRED,Jason Allred,#N/A
Round 4,625,T36,66,-4,-6,23540,2008,JASON ALLRED,Jason Allred,#N/A
Round 1,625,T4,65,-5,-5,22348,2008,NICK O'HERN,Nick O'Hern,#N/A
Round 2,625,T41,72,2,-3,22348,2008,NICK O'HERN,Nick O'Hern,#N/A
Round 3,625,T54,70,E,-3,22348,2008,NICK O'HERN,Nick O'Hern,#N/A
Round 4,625,T36,67,-3,-6,22348,2008,NICK O'HERN,Nick O'Hern,#N/A
Round 1,625,T56,69,-1,-1,27064,2008,JHONAT VEGAS,Jhonattan Vegas,4800
Round 2,625,T30,67,-3,-4,27064,2008,JHONAT VEGAS,Jhonattan Vegas,4800
Round 3,625,T36,69,-1,-5,27064,2008,JHONAT VEGAS,Jhonattan Vegas,4800
Round 4,625,T36,69,-1,-6,27064,2008,JHONAT VEGAS,Jhonattan Vegas,4800
Round 1,625,T32,68,-2,-2,2239,2008,SCOTT VERPLA,Scott Verplank,#N/A
Round 2,625,T14,66,-4,-6,2239,2008,SCOTT VERPLA,Scott Verplank,#N/A
Round 3,625,T27,70,E,-6,2239,2008,SCOTT VERPLA,Scott Verplank,#N/A
Round 4,625,T36,70,E,-6,2239,2008,SCOTT VERPLA,Scott Verplank,#N/A
Round 1,625,T89,71,1,1,12510,2008,CHAD CAMPBE,Chad Campbell,4100
Round 2,625,T30,65,-5,-4,12510,2008,CHAD CAMPBE,Chad Campbell,4100
Round 3,625,T27,68,-2,-6,12510,2008,CHAD CAMPBE,Chad Campbell,4100
Round 4,625,T36,70,E,-6,12510,2008,CHAD CAMPBE,Chad Campbell,4100
Round 1,625,T32,68,-2,-2,21961,2008,CHARLE HOWELL,Charles Howell III,6800
Round 2,625,T22,67,-3,-5,21961,2008,CHARLE HOWELL,Charles Howell III,6800
Round 3,625,T19,68,-2,-7,21961,2008,CHARLE HOWELL,Charles Howell III,6800
Round 4,625,T36,71,1,-6,21961,2008,CHARLE HOWELL,Charles Howell III,6800
Round 1,625,T20,67,-3,-3,26476,2008,CHEZ REAVIE,Chez Reavie,3300
Round 2,625,T14,67,-3,-6,26476,2008,CHEZ REAVIE,Chez Reavie,3300
Round 3,625,T19,69,-1,-7,26476,2008,CHEZ REAVIE,Chez Reavie,3300
Round 4,625,T36,71,1,-6,26476,2008,CHEZ REAVIE,Chez Reavie,3300
Round 1,625,T32,68,-2,-2,2206,2008,DAVID TOMS,David Toms,4800
Round 2,625,T14,66,-4,-6,2206,2008,DAVID TOMS,David Toms,4800
Round 3,625,T27,70,E,-6,2206,2008,DAVID TOMS,David Toms,4800
Round 4,625,T36,70,E,-6,2206,2008,DAVID TOMS,David Toms,4800
Round 1,625,T10,66,-4,-4,1116,2008,MICHAE BRADLE,Michael Bradley,#N/A
Round 2,625,T30,70,E,-4,1116,2008,MICHAE BRADLE,Michael Bradley,#N/A
Round 3,625,T19,67,-3,-7,1116,2008,MICHAE BRADLE,Michael Bradley,#N/A
Round 4,625,T44,72,2,-5,1116,2008,MICHAE BRADLE,Michael Bradley,#N/A
Round 1,625,T10,66,-4,-4,10875,2008,TODD DEMSEY,Todd Demsey,#N/A
Round 2,625,T30,70,E,-4,10875,2008,TODD DEMSEY,Todd Demsey,#N/A
Round 3,625,T36,69,-1,-5,10875,2008,TODD DEMSEY,Todd Demsey,#N/A
Round 4,625,T44,70,E,-5,10875,2008,TODD DEMSEY,Todd Demsey,#N/A
Round 1,625,T32,68,-2,-2,1320,2008,BOB ESTES,Bob Estes,#N/A
Round 2,625,T30,68,-2,-4,1320,2008,BOB ESTES,Bob Estes,#N/A
Round 3,625,T36,69,-1,-5,1320,2008,BOB ESTES,Bob Estes,#N/A
Round 4,625,T44,70,E,-5,1320,2008,BOB ESTES,Bob Estes,#N/A
Round 1,625,T56,69,-1,-1,12823,2008,CARLOS FRANCO,Carlos Franco,#N/A
Round 2,625,T68,70,E,-1,12823,2008,CARLOS FRANCO,Carlos Franco,#N/A
Round 3,625,T47,67,-3,-4,12823,2008,CARLOS FRANCO,Carlos Franco,#N/A
Round 4,625,T44,69,-1,-5,12823,2008,CARLOS FRANCO,Carlos Franco,#N/A
Round 1,625,T56,69,-1,-1,7547,2008,CRAIG KANADA,Craig Kanada,#N/A
Round 2,625,T14,65,-5,-6,7547,2008,CRAIG KANADA,Craig Kanada,#N/A
Round 3,625,T27,70,E,-6,7547,2008,CRAIG KANADA,Craig Kanada,#N/A
Round 4,625,T44,71,1,-5,7547,2008,CRAIG KANADA,Craig Kanada,#N/A
Round 1,625,T32,68,-2,-2,2002,2008,JOHN RIEGGE,John Riegger,#N/A
Round 2,625,T41,69,-1,-3,2002,2008,JOHN RIEGGE,John Riegger,#N/A
Round 3,625,T27,67,-3,-6,2002,2008,JOHN RIEGGE,John Riegger,#N/A
Round 4,625,T44,71,1,-5,2002,2008,JOHN RIEGGE,John Riegger,#N/A
Round 1,625,T4,65,-5,-5,22548,2008,PATRIC SHEEHA,Patrick Sheehan,#N/A
Round 2,625,T30,71,1,-4,22548,2008,PATRIC SHEEHA,Patrick Sheehan,#N/A
Round 3,625,T47,70,E,-4,22548,2008,PATRIC SHEEHA,Patrick Sheehan,#N/A
Round 4,625,T44,69,-1,-5,22548,2008,PATRIC SHEEHA,Patrick Sheehan,#N/A
Round 1,625,T32,68,-2,-2,23623,2008,BO VAN PE,Bo Van Pelt,4800
Round 2,625,T51,70,E,-2,23623,2008,BO VAN PE,Bo Van Pelt,4800
Round 3,625,T36,67,-3,-5,23623,2008,BO VAN PE,Bo Van Pelt,4800
Round 4,625,T44,70,E,-5,23623,2008,BO VAN PE,Bo Van Pelt,4800
Round 1,625,T89,71,1,1,12602,2008,DEAN WILSON,Dean Wilson,#N/A
Round 2,625,T51,67,-3,-2,12602,2008,DEAN WILSON,Dean Wilson,#N/A
Round 3,625,T54,69,-1,-3,12602,2008,DEAN WILSON,Dean Wilson,#N/A
Round 4,625,T44,68,-2,-5,12602,2008,DEAN WILSON,Dean Wilson,#N/A
Round 1,625,T56,69,-1,-1,22806,2008,DOUG LABELL,Doug LaBelle II,#N/A
Round 2,625,T51,69,-1,-2,22806,2008,DOUG LABELL,Doug LaBelle II,#N/A
Round 3,625,T47,68,-2,-4,22806,2008,DOUG LABELL,Doug LaBelle II,#N/A
Round 4,625,T53,70,E,-4,22806,2008,DOUG LABELL,Doug LaBelle II,#N/A
Round 1,625,T32,68,-2,-2,28158,2008,STEVE MARINO,Steve Marino,#N/A
Round 2,625,T41,69,-1,-3,28158,2008,STEVE MARINO,Steve Marino,#N/A
Round 3,625,T47,69,-1,-4,28158,2008,STEVE MARINO,Steve Marino,#N/A
Round 4,625,T53,70,E,-4,28158,2008,STEVE MARINO,Steve Marino,#N/A
Round 1,625,T20,67,-3,-3,27095,2008,NICK WATNEY,Nick Watney,8900
Round 2,625,T51,71,1,-2,27095,2008,NICK WATNEY,Nick Watney,8900
Round 3,625,T54,69,-1,-3,27095,2008,NICK WATNEY,Nick Watney,8900
Round 4,625,T53,69,-1,-4,27095,2008,NICK WATNEY,Nick Watney,8900
Round 1,625,T2,64,-6,-6,1139,2008,OLIN BROWNE,Olin Browne,#N/A
Round 2,625,T5,69,-1,-7,1139,2008,OLIN BROWNE,Olin Browne,#N/A
Round 3,625,T54,74,4,-3,1139,2008,OLIN BROWNE,Olin Browne,#N/A
Round 4,625,T56,70,E,-3,1139,2008,OLIN BROWNE,Olin Browne,#N/A
Round 1,625,T20,67,-3,-3,26679,2008,KEVIN STADLE,Kevin Stadler,#N/A
Round 2,625,T5,66,-4,-7,26679,2008,KEVIN STADLE,Kevin Stadler,#N/A
Round 3,625,T13,69,-1,-8,26679,2008,KEVIN STADLE,Kevin Stadler,#N/A
Round 4,625,T56,75,5,-3,26679,2008,KEVIN STADLE,Kevin Stadler,#N/A
Round 1,625,T2,64,-6,-6,12826,2008,PAUL CLAXTO,Paul Claxton,#N/A
Round 2,625,T14,70,E,-6,12826,2008,PAUL CLAXTO,Paul Claxton,#N/A
Round 3,625,T47,72,2,-4,12826,2008,PAUL CLAXTO,Paul Claxton,#N/A
Round 4,625,T58,72,2,-2,12826,2008,PAUL CLAXTO,Paul Claxton,#N/A
Round 1,625,T71,70,E,E,1388,2008,ROBERT GAMEZ,Robert Gamez,#N/A
Round 2,625,T51,68,-2,-2,1388,2008,ROBERT GAMEZ,Robert Gamez,#N/A
Round 3,625,T72,73,3,1,1388,2008,ROBERT GAMEZ,Robert Gamez,#N/A
Round 4,625,T58,67,-3,-2,1388,2008,ROBERT GAMEZ,Robert Gamez,#N/A
Round 1,625,T71,70,E,E,23353,2008,J.J. HENRY,J.J. Henry,4800
Round 2,625,T51,68,-2,-2,23353,2008,J.J. HENRY,J.J. Henry,4800
Round 3,625,T64,70,E,-2,23353,2008,J.J. HENRY,J.J. Henry,4800
Round 4,625,T58,70,E,-2,23353,2008,J.J. HENRY,J.J. Henry,4800
Round 1,625,T71,70,E,E,26420,2008,RICHAR JOHNSO,Richard Johnson,#N/A
Round 2,625,T41,67,-3,-3,26420,2008,RICHAR JOHNSO,Richard Johnson,#N/A
Round 3,625,T54,70,E,-3,26420,2008,RICHAR JOHNSO,Richard Johnson,#N/A
Round 4,625,T58,71,1,-2,26420,2008,RICHAR JOHNSO,Richard Johnson,#N/A
Round 1,625,T101,72,2,2,24140,2008,SEAN O'HAIR,Sean O'Hair,5000
Round 2,625,T51,66,-4,-2,24140,2008,SEAN O'HAIR,Sean O'Hair,5000
Round 3,625,T64,70,E,-2,24140,2008,SEAN O'HAIR,Sean O'Hair,5000
Round 4,625,T58,70,E,-2,24140,2008,SEAN O'HAIR,Sean O'Hair,5000
Round 1,625,T71,70,E,E,23325,2008,VAUGHN TAYLOR,Vaughn Taylor,#N/A
Round 2,625,T51,68,-2,-2,23325,2008,VAUGHN TAYLOR,Vaughn Taylor,#N/A
Round 3,625,T36,67,-3,-5,23325,2008,VAUGHN TAYLOR,Vaughn Taylor,#N/A
Round 4,625,T58,73,3,-2,23325,2008,VAUGHN TAYLOR,Vaughn Taylor,#N/A
Round 1,625,T10,66,-4,-4,26500,2008,ALEJAN CANIZA,Alejandro Canizares,#N/A
Round 2,625,T68,73,3,-1,26500,2008,ALEJAN CANIZA,Alejandro Canizares,#N/A
Round 3,625,T69,70,E,-1,26500,2008,ALEJAN CANIZA,Alejandro Canizares,#N/A
Round 4,625,T64,70,E,-1,26500,2008,ALEJAN CANIZA,Alejandro Canizares,#N/A
Round 1,625,T32,68,-2,-2,23125,2008,BRAD ELDER,Brad Elder,#N/A
Round 2,625,T41,69,-1,-3,23125,2008,BRAD ELDER,Brad Elder,#N/A
Round 3,625,71,73,3,E,23125,2008,BRAD ELDER,Brad Elder,#N/A
Round 4,625,T64,69,-1,-1,23125,2008,BRAD ELDER,Brad Elder,#N/A
Round 1,625,T56,69,-1,-1,26300,2008,MATT JONES,Matt Jones,#N/A
Round 2,625,T5,64,-6,-7,26300,2008,MATT JONES,Matt Jones,#N/A
Round 3,625,T47,73,3,-4,26300,2008,MATT JONES,Matt Jones,#N/A
Round 4,625,T64,73,3,-1,26300,2008,MATT JONES,Matt Jones,#N/A
Round 1,625,T20,67,-3,-3,6090,2008,JIM MCGOVE,Jim McGovern,#N/A
Round 2,625,T41,70,E,-3,6090,2008,JIM MCGOVE,Jim McGovern,#N/A
Round 3,625,T19,66,-4,-7,6090,2008,JIM MCGOVE,Jim McGovern,#N/A
Round 4,625,T64,76,6,-1,6090,2008,JIM MCGOVE,Jim McGovern,#N/A
Round 1,625,T71,70,E,E,1941,2008,TOM PERNIC,Tom Pernice Jr.,#N/A
Round 2,625,T68,69,-1,-1,1941,2008,TOM PERNIC,Tom Pernice Jr.,#N/A
Round 3,625,T54,68,-2,-3,1941,2008,TOM PERNIC,Tom Pernice Jr.,#N/A
Round 4,625,T64,72,2,-1,1941,2008,TOM PERNIC,Tom Pernice Jr.,#N/A
Round 1,625,T56,69,-1,-1,8845,2008,SCOTT STERLI,Scott Sterling,#N/A
Round 2,625,T68,70,E,-1,8845,2008,SCOTT STERLI,Scott Sterling,#N/A
Round 3,625,T72,72,2,1,8845,2008,SCOTT STERLI,Scott Sterling,#N/A
Round 4,625,69,69,-1,E,8845,2008,SCOTT STERLI,Scott Sterling,#N/A
Round 1,625,T32,68,-2,-2,12716,2008,CHARLE HOFFMA,Charley Hoffman,7300
Round 2,625,T41,69,-1,-3,12716,2008,CHARLE HOFFMA,Charley Hoffman,7300
Round 3,625,T64,71,1,-2,12716,2008,CHARLE HOFFMA,Charley Hoffman,7300
Round 4,625,T70,73,3,1,12716,2008,CHARLE HOFFMA,Charley Hoffman,7300
Round 1,625,T20,67,-3,-3,27936,2008,MARTIN LAIRD,Martin Laird,8600
Round 2,625,T51,71,1,-2,27936,2008,MARTIN LAIRD,Martin Laird,8600
Round 3,625,T69,71,1,-1,27936,2008,MARTIN LAIRD,Martin Laird,8600
Round 4,625,T70,72,2,1,27936,2008,MARTIN LAIRD,Martin Laird,8600
Round 1,625,T56,69,-1,-1,11032,2008,FRANK LICKLI,Frank Lickliter II,#N/A
Round 2,625,T22,66,-4,-5,11032,2008,FRANK LICKLI,Frank Lickliter II,#N/A
Round 3,625,T36,70,E,-5,11032,2008,FRANK LICKLI,Frank Lickliter II,#N/A
Round 4,625,72,77,7,2,11032,2008,FRANK LICKLI,Frank Lickliter II,#N/A
Round 1,625,T32,68,-2,-2,1685,2008,J.L. LEWIS,J.L. Lewis,#N/A
Round 2,625,T41,69,-1,-3,1685,2008,J.L. LEWIS,J.L. Lewis,#N/A
Round 3,625,T36,68,-2,-5,1685,2008,J.L. LEWIS,J.L. Lewis,#N/A
Round 4,625,T73,78,8,3,1685,2008,J.L. LEWIS,J.L. Lewis,#N/A
Round 1,625,T101,72,2,2,28780,2008,NICK THOMPS,Nicholas Thompson,4000
Round 2,625,T68,67,-3,-1,28780,2008,NICK THOMPS,Nicholas Thompson,4000
Round 3,625,T72,72,2,1,28780,2008,NICK THOMPS,Nicholas Thompson,4000
Round 4,625,T73,72,2,3,28780,2008,NICK THOMPS,Nicholas Thompson,4000
Round 1,625,T10,66,-4,-4,22582,2008,KYLE THOMPS,Kyle Thompson,#N/A
