"","rndNum","courseNum","rndPos","rndScr","relParScr","cumParScr","playerName","year","name"
"685","Round 4","014","T30","72","E","+13","19970",2007,"ROBERT KARLSS"
"686","Round 1","014","T15","73","1","+1","02239",2007,"SCOTT VERPLA"
"687","Round 2","014","T33","77","5","+6","02239",2007,"SCOTT VERPLA"
"688","Round 3","014","T26","76","4","+10","02239",2007,"SCOTT VERPLA"
"689","Round 4","014","T30","75","3","+13","02239",2007,"SCOTT VERPLA"
"690","Round 1","014","T75","79","7","+7","20396",2007,"LEE WESTWO"
"691","Round 2","014","T46","73","1","+8","20396",2007,"LEE WESTWO"
"692","Round 3","014","T19","72","E","+8","20396",2007,"LEE WESTWO"
"693","Round 4","014","T30","77","5","+13","20396",2007,"LEE WESTWO"
"694","Round 1","014","T28","75","3","+3","12602",2007,"DEAN WILSON"
"695","Round 2","014","T15","72","E","+3","12602",2007,"DEAN WILSON"
"696","Round 3","014","T16","76","4","+7","12602",2007,"DEAN WILSON"
"697","Round 4","014","T30","78","6","+13","12602",2007,"DEAN WILSON"
"698","Round 1","014","T28","75","3","+3","24663",2007,"Y.E. YANG"
"699","Round 2","014","T27","74","2","+5","24663",2007,"Y.E. YANG"
"700","Round 3","014","T34","78","6","+11","24663",2007,"Y.E. YANG"
"701","Round 4","014","T30","74","2","+13","24663",2007,"Y.E. YANG"
"702","Round 1","014","T59","77","5","+5","20848",2007,"ANGEL CABRER"
"703","Round 2","014","T46","75","3","+8","20848",2007,"ANGEL CABRER"
"704","Round 3","014","T51","79","7","+15","20848",2007,"ANGEL CABRER"
"705","Round 4","014","T37","71","-1","+14","20848",2007,"ANGEL CABRER"
"706","Round 1","014","T5","71","-1","-1","23353",2007,"J.J. HENRY"
"707","Round 2","014","T27","78","6","+5","23353",2007,"J.J. HENRY"
"708","Round 3","014","T26","77","5","+10","23353",2007,"J.J. HENRY"
"709","Round 4","014","T37","76","4","+14","23353",2007,"J.J. HENRY"
"710","Round 1","014","T10","72","E","E","12782",2007,"TIM HERRON"
"711","Round 2","014","T15","75","3","+3","12782",2007,"TIM HERRON"
"712","Round 3","014","T48","83","11","+14","12782",2007,"TIM HERRON"
"713","Round 4","014","T37","72","E","+14","12782",2007,"TIM HERRON"
"714","Round 1","014","T59","77","5","+5","20572",2007,"ROD PAMPLI"
"715","Round 2","014","T46","75","3","+8","20572",2007,"ROD PAMPLI"
"716","Round 3","014","T26","74","2","+10","20572",2007,"ROD PAMPLI"
"717","Round 4","014","T37","76","4","+14","20572",2007,"ROD PAMPLI"
"718","Round 1","014","T10","72","E","E","20686",2007,"JEEV SINGH"
"719","Round 2","014","T15","75","3","+3","20686",2007,"JEEV SINGH"
"720","Round 3","014","T16","76","4","+7","20686",2007,"JEEV SINGH"
"721","Round 4","014","T37","79","7","+14","20686",2007,"JEEV SINGH"
"722","Round 1","014","T1","69","-3","-3","23322",2007,"BRETT WETTER"
"723","Round 2","014","T1","73","1","-2","23322",2007,"BRETT WETTER"
"724","Round 3","014","T23","83","11","+9","23322",2007,"BRETT WETTER"
"725","Round 4","014","T37","77","5","+14","23322",2007,"BRETT WETTER"
"726","Round 1","014","T75","79","7","+7","01717",2007,"SANDY LYLE"
"727","Round 2","014","T46","73","1","+8","01717",2007,"SANDY LYLE"
"728","Round 3","014","T56","80","8","+16","01717",2007,"SANDY LYLE"
"729","Round 4","014","43","71","-1","+15","01717",2007,"SANDY LYLE"
"730","Round 1","014","T28","75","3","+3","22983",2007,"BRADLE DREDGE"
"731","Round 2","014","T8","70","-2","+1","22983",2007,"BRADLE DREDGE"
"732","Round 3","014","7","76","4","+5","22983",2007,"BRADLE DREDGE"
"733","Round 4","014","T44","83","11","+16","22983",2007,"BRADLE DREDGE"
"734","Round 1","014","T3","70","-2","-2","20608",2007,"DAVID HOWELL"
"735","Round 2","014","T8","75","3","+1","20608",2007,"DAVID HOWELL"
"736","Round 3","014","T34","82","10","+11","20608",2007,"DAVID HOWELL"
"737","Round 4","014","T44","77","5","+16","20608",2007,"DAVID HOWELL"
"738","Round 1","014","T75","79","7","+7","19958",2007,"MIGUEL JIMENE"
"739","Round 2","014","T46","73","1","+8","19958",2007,"MIGUEL JIMENE"
"740","Round 3","014","T44","76","4","+12","19958",2007,"MIGUEL JIMENE"
"741","Round 4","014","T44","76","4","+16","19958",2007,"MIGUEL JIMENE"
"742","Round 1","014","T75","79","7","+7","20218",2007,"SHINGO KATAYA"
"743","Round 2","014","T40","72","E","+7","20218",2007,"SHINGO KATAYA"
"744","Round 3","014","T51","80","8","+15","20218",2007,"SHINGO KATAYA"
"745","Round 4","014","T44","73","1","+16","20218",2007,"SHINGO KATAYA"
"746","Round 1","014","T20","74","2","+2","06373",2007,"JOSE M OLAZAB"
"747","Round 2","014","T27","75","3","+5","06373",2007,"JOSE M OLAZAB"
"748","Round 3","014","T34","78","6","+11","06373",2007,"JOSE M OLAZAB"
"749","Round 4","014","T44","77","5","+16","06373",2007,"JOSE M OLAZAB"
"750","Round 1","014","T43","76","4","+4","02104",2007,"JEFF SLUMAN"
"751","Round 2","014","T40","75","3","+7","02104",2007,"JEFF SLUMAN"
"752","Round 3","014","T48","79","7","+14","02104",2007,"JEFF SLUMAN"
"753","Round 4","014","T49","75","3","+17","02104",2007,"JEFF SLUMAN"
"754","Round 1","014","T20","74","2","+2","02133",2007,"CRAIG STADLE"
"755","Round 2","014","T15","73","1","+3","02133",2007,"CRAIG STADLE"
"756","Round 3","014","T26","79","7","+10","02133",2007,"CRAIG STADLE"
"757","Round 4","014","T49","79","7","+17","02133",2007,"CRAIG STADLE"
"758","Round 1","014","T43","76","4","+4","07749",2007,"BRETT QUIGLE"
"759","Round 2","014","T46","76","4","+8","07749",2007,"BRETT QUIGLE"
"760","Round 3","014","T51","79","7","+15","07749",2007,"BRETT QUIGLE"
"761","Round 4","014","51","75","3","+18","07749",2007,"BRETT QUIGLE"
"762","Round 1","014","T75","79","7","+7","22371",2007,"AARON BADDEL"
"763","Round 2","014","T40","72","E","+7","22371",2007,"AARON BADDEL"
"764","Round 3","014","T34","76","4","+11","22371",2007,"AARON BADDEL"
"765","Round 4","014","T52","80","8","+19","22371",2007,"AARON BADDEL"
"766","Round 1","014","T43","76","4","+4","25345",2007,"CARL PETTER"
"767","Round 2","014","T46","76","4","+8","25345",2007,"CARL PETTER"
"768","Round 3","014","T51","79","7","+15","25345",2007,"CARL PETTER"
"769","Round 4","014","T52","76","4","+19","25345",2007,"CARL PETTER"
"770","Round 1","014","T5","71","-1","-1","23614",2007,"RICH BEEM"
"771","Round 2","014","T46","81","9","+8","23614",2007,"RICH BEEM"
"772","Round 3","014","T34","75","3","+11","23614",2007,"RICH BEEM"
"773","Round 4","014","54","81","9","+20","23614",2007,"RICH BEEM"
"774","Round 1","014","T43","76","4","+4","01235",2007,"BEN CRENSH"
"775","Round 2","014","T33","74","2","+6","01235",2007,"BEN CRENSH"
"776","Round 3","014","T58","84","12","+18","01235",2007,"BEN CRENSH"
"777","Round 4","014","T55","75","3","+21","01235",2007,"BEN CRENSH"
"778","Round 1","014","T59","77","5","+5","20585",2007,"NICLAS FASTH"
"779","Round 2","014","T46","75","3","+8","20585",2007,"NICLAS FASTH"
"780","Round 3","014","T46","77","5","+13","20585",2007,"NICLAS FASTH"
"781","Round 4","014","T55","80","8","+21","20585",2007,"NICLAS FASTH"
"782","Round 1","014","T20","74","2","+2","22378",2007,"TREVOR IMMELM"
"783","Round 2","014","T40","77","5","+7","22378",2007,"TREVOR IMMELM"
"784","Round 3","014","T56","81","9","+16","22378",2007,"TREVOR IMMELM"
"785","Round 4","014","T55","77","5","+21","22378",2007,"TREVOR IMMELM"
"786","Round 1","014","T20","74","2","+2","20628",2007,"ARRON OBERHO"
"787","Round 2","014","T33","76","4","+6","20628",2007,"ARRON OBERHO"
"788","Round 3","014","T58","84","12","+18","20628",2007,"ARRON OBERHO"
"789","Round 4","014","58","76","4","+22","20628",2007,"ARRON OBERHO"
"790","Round 1","014","T43","76","4","+4","01766",2007,"BILLY MAYFAI"
"791","Round 2","014","T40","75","3","+7","01766",2007,"BILLY MAYFAI"
"792","Round 3","014","T58","83","11","+18","01766",2007,"BILLY MAYFAI"
"793","Round 4","014","59","77","5","+23","01766",2007,"BILLY MAYFAI"
"794","Round 1","014","T20","74","2","+2","02321",2007,"FUZZY ZOELLE"
"795","Round 2","014","T46","78","6","+8","02321",2007,"FUZZY ZOELLE"
"796","Round 3","014","T51","79","7","+15","02321",2007,"FUZZY ZOELLE"
"797","Round 4","014","60","82","10","+25","02321",2007,"FUZZY ZOELLE"
"798","Round 1","014","T43","76","4","+4","20400",2007,"MICHAE CAMPBE"
"799","Round 2","014","T61","77","5","+9","20400",2007,"MICHAE CAMPBE"
"800","Round 1","014","T28","75","3","+3","06251",2007,"CHRIS DIMARC"
"801","Round 2","014","T61","78","6","+9","06251",2007,"CHRIS DIMARC"
"802","Round 1","014","T43","76","4","+4","08635",2007,"COLIN MONTGO"
"803","Round 2","014","T61","77","5","+9","08635",2007,"COLIN MONTGO"
"804","Round 1","014","T59","77","5","+5","01887",2007,"MARK O'MEAR"
"805","Round 2","014","T61","76","4","+9","01887",2007,"MARK O'MEAR"
"806","Round 1","014","T28","75","3","+3","02256",2007,"TOM WATSON"
"807","Round 2","014","T61","78","6","+9","02256",2007,"TOM WATSON"
"808","Round 1","014","T59","77","5","+5","10944",2007,"THOMAS BJORN"
"809","Round 2","014","T66","77","5","+10","10944",2007,"THOMAS BJORN"
"810","Round 1","014","T10","72","E","E","01142",2007,"BART BRYANT"
"811","Round 2","014","T66","82","10","+10","01142",2007,"BART BRYANT"
"812","Round 1","014","T59","77","5","+5","12510",2007,"CHAD CAMPBE"
"813","Round 2","014","T66","77","5","+10","12510",2007,"CHAD CAMPBE"
"814","Round 1","014","T89","83","11","+11","19825",2007,"DARREN CLARKE"
"815","Round 2","014","T66","71","-1","+10","19825",2007,"DARREN CLARKE"
"816","Round 1","014","T72","78","6","+6","06522",2007,"ERNIE ELS"
"817","Round 2","014","T66","76","4","+10","06522",2007,"ERNIE ELS"
"818","Round 1","014","T43","76","4","+4","21209",2007,"SERGIO GARCIA"
"819","Round 2","014","T66","78","6","+10","21209",2007,"SERGIO GARCIA"
"820","Round 1","014","T20","74","2","+2","01473",2007,"TODD HAMILT"
"821","Round 2","014","T66","80","8","+10","01473",2007,"TODD HAMILT"
"822","Round 1","014","T59","77","5","+5","30150",2007,"JOHN KELLY"
"823","Round 2","014","T66","77","5","+10","30150",2007,"JOHN KELLY"
"824","Round 1","014","T85","80","8","+8","06621",2007,"JOE DURANT"
"825","Round 2","014","T74","75","3","+11","06621",2007,"JOE DURANT"
"826","Round 1","014","T87","82","10","+10","01381",2007,"FRED FUNK"
"827","Round 2","014","T74","73","1","+11","01381",2007,"FRED FUNK"
"828","Round 1","014","T72","78","6","+6","01666",2007,"BERNHA LANGER"
"829","Round 2","014","T74","77","5","+11","01666",2007,"BERNHA LANGER"
"830","Round 1","014","T43","76","4","+4","22621",2007,"BEN CURTIS"
"831","Round 2","014","T77","80","8","+12","22621",2007,"BEN CURTIS"
"832","Round 1","014","T43","76","4","+4","22348",2007,"NICK O'HERN"
"833","Round 2","014","T77","80","8","+12","22348",2007,"NICK O'HERN"
"834","Round 1","014","T43","76","4","+4","29531",2007,"RICHIE RAMSAY"
"835","Round 2","014","T77","80","8","+12","29531",2007,"RICHIE RAMSAY"
"836","Round 1","014","T59","77","5","+5","06527",2007,"STEVE STRICK"
"837","Round 2","014","T77","79","7","+12","06527",2007,"STEVE STRICK"
"838","Round 1","014","T75","79","7","+7","23541",2007,"BEN CRANE"
"839","Round 2","014","T81","78","6","+13","23541",2007,"BEN CRANE"
"840","Round 1","014","T72","78","6","+6","27088",2007,"JOHAN EDFORS"
"841","Round 2","014","T81","79","7","+13","27088",2007,"JOHAN EDFORS"
"842","Round 1","014","T59","77","5","+5","01355",2007,"RAY FLOYD"
"843","Round 2","014","T81","80","8","+13","01355",2007,"RAY FLOYD"
"844","Round 1","014","T28","75","3","+3","21461",2007,"KENNET FERRIE"
"845","Round 2","014","T84","83","11","+14","21461",2007,"KENNET FERRIE"
"846","Round 1","014","T75","79","7","+7","06643",2007,"PAUL GOYDOS"
"847","Round 2","014","T84","79","7","+14","06643",2007,"PAUL GOYDOS"
"848","Round 1","014","T75","79","7","+7","27120",2007,"TROY MATTES"
"849","Round 2","014","T84","79","7","+14","27120",2007,"TROY MATTES"
"850","Round 1","014","T75","79","7","+7","10885",2007,"ROBERT ALLENB"
"851","Round 2","014","T87","80","8","+15","10885",2007,"ROBERT ALLENB"
"852","Round 1","014","T87","82","10","+10","06515",2007,"SHAUN MICHEE"
"853","Round 2","014","T87","77","5","+15","06515",2007,"SHAUN MICHEE"
"854","Round 1","014","T89","83","11","+11","01955",2007,"GARY PLAYER"
"855","Round 2","014","89","77","5","+16","01955",2007,"GARY PLAYER"
"856","Round 1","014","T89","83","11","+11","01823",2007,"LARRY MIZE"
"857","Round 2","014","90","78","6","+17","01823",2007,"LARRY MIZE"
"858","Round 1","014","T89","83","11","+11","28340",2007,"JULIEN GUERRI"
"859","Round 2","014","T91","81","9","+20","28340",2007,"JULIEN GUERRI"
"860","Round 1","014","94","85","13","+13","21498",2007,"HIDETO TANIHA"
"861","Round 2","014","T91","79","7","+20","21498",2007,"HIDETO TANIHA"
"862","Round 1","014","T85","80","8","+8","27770",2007,"CAMILO VILLEG"
"863","Round 2","014","T93","85","13","+21","27770",2007,"CAMILO VILLEG"
"864","Round 1","014","96","87","15","+15","30144",2007,"CASEY WATABU"
"865","Round 2","014","T93","78","6","+21","30144",2007,"CASEY WATABU"
"866","Round 1","014","93","84","12","+12","30145",2007,"DAVE WOMACK"
"867","Round 2","014","T93","81","9","+21","30145",2007,"DAVE WOMACK"
"868","Round 1","014","95","86","14","+14","01051",2007,"SEVE BALLES"
"869","Round 2","014","96","80","8","+22","01051",2007,"SEVE BALLES"
"870","Round 1","014","T1","68","-4","-4","22378",2008,"TREVOR IMMELM"
"871","Round 2","014","1","68","-4","-8","22378",2008,"TREVOR IMMELM"
"872","Round 3","014","1","69","-3","-11","22378",2008,"TREVOR IMMELM"
"873","Round 4","014","1","75","3","-8","22378",2008,"TREVOR IMMELM"
"874","Round 1","014","T19","72","E","E","08793",2008,"TIGER WOODS"
"875","Round 2","014","T13","71","-1","-1","08793",2008,"TIGER WOODS"
"876","Round 3","014","5","68","-4","-5","08793",2008,"TIGER WOODS"
"877","Round 4","014","2","72","E","-5","08793",2008,"TIGER WOODS"
"878","Round 1","014","T19","72","E","E","20229",2008,"STEWAR CINK"
"879","Round 2","014","T8","69","-3","-3","20229",2008,"STEWAR CINK"
"880","Round 3","014","6","71","-1","-4","20229",2008,"STEWAR CINK"
"881","Round 4","014","T3","72","E","-4","20229",2008,"STEWAR CINK"
"882","Round 1","014","T3","69","-3","-3","27649",2008,"BRANDT SNEDEK"
"883","Round 2","014","2","68","-4","-7","27649",2008,"BRANDT SNEDEK"
"884","Round 3","014","2","70","-2","-9","27649",2008,"BRANDT SNEDEK"
"885","Round 4","014","T3","77","5","-4","27649",2008,"BRANDT SNEDEK"
"886","Round 1","014","T19","72","E","E","07457",2008,"STEVE FLESCH"
"887","Round 2","014","T3","67","-5","-5","07457",2008,"STEVE FLESCH"
"888","Round 3","014","3","69","-3","-8","07457",2008,"STEVE FLESCH"
"889","Round 4","014","T5","78","6","-2","07457",2008,"STEVE FLESCH"
"890","Round 1","014","T44","74","2","+2","20766",2008,"PADRAI HARRIN"
"891","Round 2","014","T21","71","-1","+1","20766",2008,"PADRAI HARRIN"
"892","Round 3","014","T7","69","-3","-2","20766",2008,"PADRAI HARRIN"
"893","Round 4","014","T5","72","E","-2","20766",2008,"PADRAI HARRIN"
"894","Round 1","014","T11","71","-1","-1","01810",2008,"PHIL MICKEL"
"895","Round 2","014","T3","68","-4","-5","01810",2008,"PHIL MICKEL"
"896","Round 3","014","T7","75","3","-2","01810",2008,"PHIL MICKEL"
"897","Round 4","014","T5","72","E","-2","01810",2008,"PHIL MICKEL"
"898","Round 1","014","T75","77","5","+5","19958",2008,"MIGUEL JIMENE"
"899","Round 2","014","T40","70","-2","+3","19958",2008,"MIGUEL JIMENE"
"900","Round 3","014","T35","72","E","+3","19958",2008,"MIGUEL JIMENE"
"901","Round 4","014","T8","68","-4","-1","19958",2008,"MIGUEL JIMENE"
"902","Round 1","014","T6","70","-2","-2","19970",2008,"ROBERT KARLSS"
"903","Round 2","014","T13","73","1","-1","19970",2008,"ROBERT KARLSS"
"904","Round 3","014","T7","71","-1","-2","19970",2008,"ROBERT KARLSS"
"905","Round 4","014","T8","73","1","-1","19970",2008,"ROBERT KARLSS"
"906","Round 1","014","T19","72","E","E","25562",2008,"ANDRES ROMERO"
"907","Round 2","014","20","72","E","E","25562",2008,"ANDRES ROMERO"
"908","Round 3","014","T7","70","-2","-2","25562",2008,"ANDRES ROMERO"
"909","Round 4","014","T8","73","1","-1","25562",2008,"ANDRES ROMERO"
"910","Round 1","014","T11","71","-1","-1","25364",2008,"PAUL CASEY"
"911","Round 2","014","T6","69","-3","-4","25364",2008,"PAUL CASEY"
"912","Round 3","014","4","69","-3","-7","25364",2008,"PAUL CASEY"
"913","Round 4","014","T11","79","7","E","25364",2008,"PAUL CASEY"
"914","Round 1","014","T52","75","3","+3","27095",2008,"NICK WATNEY"
"915","Round 2","014","T21","70","-2","+1","27095",2008,"NICK WATNEY"
"916","Round 3","014","T23","72","E","+1","27095",2008,"NICK WATNEY"
"917","Round 4","014","T11","71","-1","E","27095",2008,"NICK WATNEY"
"918","Round 1","014","T3","69","-3","-3","20396",2008,"LEE WESTWO"
"919","Round 2","014","T11","73","1","-2","20396",2008,"LEE WESTWO"
"920","Round 3","014","T16","73","1","-1","20396",2008,"LEE WESTWO"
"921","Round 4","014","T11","73","1","E","20396",2008,"LEE WESTWO"
"922","Round 1","014","T65","76","4","+4","20098",2008,"STUART APPLEB"
"923","Round 2","014","T29","70","-2","+2","20098",2008,"STUART APPLEB"
"924","Round 3","014","T28","72","E","+2","20098",2008,"STUART APPLEB"
"925","Round 4","014","T14","71","-1","+1","20098",2008,"STUART APPLEB"
"926","Round 1","014","T19","72","E","E","24140",2008,"SEAN O'HAIR"
"927","Round 2","014","T13","71","-1","-1","24140",2008,"SEAN O'HAIR"
"928","Round 3","014","T7","71","-1","-2","24140",2008,"SEAN O'HAIR"
"929","Round 4","014","T14","75","3","+1","24140",2008,"SEAN O'HAIR"
"930","Round 1","014","T19","72","E","E","06567",2008,"VIJAY SINGH"
"931","Round 2","014","T13","71","-1","-1","06567",2008,"VIJAY SINGH"
"932","Round 3","014","T16","72","E","-1","06567",2008,"VIJAY SINGH"
"933","Round 4","014","T14","74","2","+1","06567",2008,"VIJAY SINGH"
"934","Round 1","014","T11","71","-1","-1","20157",2008,"RETIEF GOOSEN"
"935","Round 2","014","T11","71","-1","-2","20157",2008,"RETIEF GOOSEN"
"936","Round 3","014","T7","72","E","-2","20157",2008,"RETIEF GOOSEN"
"937","Round 4","014","T17","76","4","+2","20157",2008,"RETIEF GOOSEN"
"938","Round 1","014","T44","74","2","+2","21528",2008,"HENRIK STENSO"
"939","Round 2","014","T29","72","E","+2","21528",2008,"HENRIK STENSO"
"940","Round 3","014","T28","72","E","+2","21528",2008,"HENRIK STENSO"
"941","Round 4","014","T17","72","E","+2","21528",2008,"HENRIK STENSO"
"942","Round 1","014","T33","73","1","+1","10423",2008,"MIKE WEIR"
"943","Round 2","014","T8","68","-4","-3","10423",2008,"MIKE WEIR"
"944","Round 3","014","T19","75","3","E","10423",2008,"MIKE WEIR"
"945","Round 4","014","T17","74","2","+2","10423",2008,"MIKE WEIR"
"946","Round 1","014","T3","69","-3","-3","07223",2008,"BRIAN BATEMA"
"947","Round 2","014","T21","76","4","+1","07223",2008,"BRIAN BATEMA"
"948","Round 3","014","T23","72","E","+1","07223",2008,"BRIAN BATEMA"
"949","Round 4","014","T20","74","2","+3","07223",2008,"BRIAN BATEMA"
"950","Round 1","014","T6","70","-2","-2","24024",2008,"ZACH JOHNSO"
"951","Round 2","014","T29","76","4","+2","24024",2008,"ZACH JOHNSO"
"952","Round 3","014","T7","68","-4","-2","24024",2008,"ZACH JOHNSO"
"953","Round 4","014","T20","77","5","+3","24024",2008,"ZACH JOHNSO"
"954","Round 1","014","T19","72","E","E","10860",2008,"JUSTIN LEONAR"
"955","Round 2","014","T29","74","2","+2","10860",2008,"JUSTIN LEONAR"
"956","Round 3","014","T28","72","E","+2","10860",2008,"JUSTIN LEONAR"
"957","Round 4","014","T20","73","1","+3","10860",2008,"JUSTIN LEONAR"
"958","Round 1","014","T44","74","2","+2","25804",2008,"BUBBA WATSON"
"959","Round 2","014","T21","71","-1","+1","25804",2008,"BUBBA WATSON"
"960","Round 3","014","T28","73","1","+2","25804",2008,"BUBBA WATSON"
"961","Round 4","014","T20","73","1","+3","25804",2008,"BUBBA WATSON"
"962","Round 1","014","T19","72","E","E","26289",2008,"BOO WEEKLE"
"963","Round 2","014","T29","74","2","+2","26289",2008,"BOO WEEKLE"
"964","Round 3","014","T7","68","-4","-2","26289",2008,"BOO WEEKLE"
"965","Round 4","014","T20","77","5","+3","26289",2008,"BOO WEEKLE"
"966","Round 1","014","T6","70","-2","-2","06004",2008,"STEPHE AMES"
"967","Round 2","014","T6","70","-2","-4","06004",2008,"STEPHE AMES"
"968","Round 3","014","T23","77","5","+1","06004",2008,"STEPHE AMES"
"969","Round 4","014","T25","75","3","+4","06004",2008,"STEPHE AMES"
"970","Round 1","014","T33","73","1","+1","20848",2008,"ANGEL CABRER"
"971","Round 2","014","T21","72","E","+1","20848",2008,"ANGEL CABRER"
"972","Round 3","014","T28","73","1","+2","20848",2008,"ANGEL CABRER"
"973","Round 4","014","T25","74","2","+4","20848",2008,"ANGEL CABRER"
"974","Round 1","014","T33","73","1","+1","27141",2008,"J.B. HOLMES"
"975","Round 2","014","T13","70","-2","-1","27141",2008,"J.B. HOLMES"
"976","Round 3","014","T19","73","1","E","27141",2008,"J.B. HOLMES"
"977","Round 4","014","T25","76","4","+4","27141",2008,"J.B. HOLMES"
"978","Round 1","014","T11","71","-1","-1","20628",2008,"ARRON OBERHO"
"979","Round 2","014","T8","70","-2","-3","20628",2008,"ARRON OBERHO"
"980","Round 3","014","T16","74","2","-1","20628",2008,"ARRON OBERHO"
"981","Round 4","014","T25","77","5","+4","20628",2008,"ARRON OBERHO"
"982","Round 1","014","T6","70","-2","-2","24138",2008,"IAN POULTE"
"983","Round 2","014","T3","69","-3","-5","24138",2008,"IAN POULTE"
"984","Round 3","014","T7","75","3","-2","24138",2008,"IAN POULTE"
"985","Round 4","014","T25","78","6","+4","24138",2008,"IAN POULTE"
"986","Round 1","014","T52","75","3","+3","24502",2008,"ADAM SCOTT"
"987","Round 2","014","T29","71","-1","+2","24502",2008,"ADAM SCOTT"
"988","Round 3","014","T19","70","-2","E","24502",2008,"ADAM SCOTT"
"989","Round 4","014","T25","76","4","+4","24502",2008,"ADAM SCOTT"
"990","Round 1","014","T11","71","-1","-1","20686",2008,"JEEV SINGH"
"991","Round 2","014","T21","74","2","+1","20686",2008,"JEEV SINGH"
"992","Round 3","014","T23","72","E","+1","20686",2008,"JEEV SINGH"
"993","Round 4","014","T25","75","3","+4","20686",2008,"JEEV SINGH"
"994","Round 1","014","T33","73","1","+1","24459",2008,"RICHAR STERNE"
"995","Round 2","014","T21","72","E","+1","24459",2008,"RICHAR STERNE"
"996","Round 3","014","T28","73","1","+2","24459",2008,"RICHAR STERNE"
"997","Round 4","014","T25","74","2","+4","24459",2008,"RICHAR STERNE"
"998","Round 1","014","T44","74","2","+2","24236",2008,"NICK DOUGHE"
"999","Round 2","014","T13","69","-3","-1","24236",2008,"NICK DOUGHE"
"1000","Round 3","014","T23","74","2","+1","24236",2008,"NICK DOUGHE"
"1001","Round 4","014","T33","76","4","+5","24236",2008,"NICK DOUGHE"
"1002","Round 1","014","T6","70","-2","-2","10809",2008,"JIM FURYK"
"1003","Round 2","014","T13","73","1","-1","10809",2008,"JIM FURYK"
"1004","Round 3","014","T19","73","1","E","10809",2008,"JIM FURYK"
"1005","Round 4","014","T33","77","5","+5","10809",2008,"JIM FURYK"
"1006","Round 1","014","T11","71","-1","-1","22293",2008,"HEATH SLOCUM"
"1007","Round 2","014","T40","76","4","+3","22293",2008,"HEATH SLOCUM"
"1008","Round 3","014","43","77","5","+8","22293",2008,"HEATH SLOCUM"
"1009","Round 4","014","T33","69","-3","+5","22293",2008,"HEATH SLOCUM"
"1010","Round 1","014","T44","74","2","+2","01473",2008,"TODD HAMILT"
"1011","Round 2","014","T40","73","1","+3","01473",2008,"TODD HAMILT"
"1012","Round 3","014","T40","75","3","+6","01473",2008,"TODD HAMILT"
"1013","Round 4","014","T36","73","1","+7","01473",2008,"TODD HAMILT"
"1014","Round 1","014","T1","68","-4","-4","22405",2008,"JUSTIN ROSE"
"1015","Round 2","014","T29","78","6","+2","22405",2008,"JUSTIN ROSE"
"1016","Round 3","014","T35","73","1","+3","22405",2008,"JUSTIN ROSE"
"1017","Round 4","014","T36","76","4","+7","22405",2008,"JUSTIN ROSE"
"1018","Round 1","014","T19","72","E","E","26951",2008,"JOHNSO WAGNER"
"1019","Round 2","014","T29","74","2","+2","26951",2008,"JOHNSO WAGNER"
"1020","Round 3","014","38","74","2","+4","26951",2008,"JOHNSO WAGNER"
"1021","Round 4","014","T36","75","3","+7","26951",2008,"JOHNSO WAGNER"
"1022","Round 1","014","T52","75","3","+3","20585",2008,"NICLAS FASTH"
"1023","Round 2","014","T21","70","-2","+1","20585",2008,"NICLAS FASTH"
"1024","Round 3","014","39","76","4","+5","20585",2008,"NICLAS FASTH"
"1025","Round 4","014","T39","75","3","+8","20585",2008,"NICLAS FASTH"
"1026","Round 1","014","T52","75","3","+3","22046",2008,"GEOFF OGILVY"
"1027","Round 2","014","T29","71","-1","+2","22046",2008,"GEOFF OGILVY"
"1028","Round 3","014","T40","76","4","+6","22046",2008,"GEOFF OGILVY"
"1029","Round 4","014","T39","74","2","+8","22046",2008,"GEOFF OGILVY"
"1030","Round 1","014","T19","72","E","E","24357",2008,"K.J. CHOI"
"1031","Round 2","014","T40","75","3","+3","24357",2008,"K.J. CHOI"
"1032","Round 3","014","T44","78","6","+9","24357",2008,"K.J. CHOI"
"1033","Round 4","014","41","73","1","+10","24357",2008,"K.J. CHOI"
"1034","Round 1","014","T19","72","E","E","10885",2008,"ROBERT ALLENB"
"1035","Round 2","014","T29","74","2","+2","10885",2008,"ROBERT ALLENB"
"1036","Round 3","014","T28","72","E","+2","10885",2008,"ROBERT ALLENB"
"1037","Round 4","014","T42","81","9","+11","10885",2008,"ROBERT ALLENB"
"1038","Round 1","014","T33","73","1","+1","02206",2008,"DAVID TOMS"
"1039","Round 2","014","T40","74","2","+3","02206",2008,"DAVID TOMS"
"1040","Round 3","014","T35","72","E","+3","02206",2008,"DAVID TOMS"
"1041","Round 4","014","T42","80","8","+11","02206",2008,"DAVID TOMS"
"1042","Round 1","014","T52","75","3","+3","02300",2008,"IAN WOOSNA"
"1043","Round 2","014","T29","71","-1","+2","02300",2008,"IAN WOOSNA"
"1044","Round 3","014","T40","76","4","+6","02300",2008,"IAN WOOSNA"
"1045","Round 4","014","44","78","6","+12","02300",2008,"IAN WOOSNA"
"1046","Round 1","014","T19","72","E","E","01717",2008,"SANDY LYLE"
"1047","Round 2","014","T40","75","3","+3","01717",2008,"SANDY LYLE"
"1048","Round 3","014","T44","78","6","+9","01717",2008,"SANDY LYLE"
"1049","Round 4","014","45","77","5","+14","01717",2008,"SANDY LYLE"
