"","rndNum","courseNum","rndPos","rndScr","relParScr","cumParScr","playerName","year","name"
"1","Round 1","014","T33","74","2","+2","08793",2005,"TIGER WOODS"
"2","Round 2","014","3","66","-6","-4","08793",2005,"TIGER WOODS"
"3","Round 3","014","1","65","-7","-11","08793",2005,"TIGER WOODS"
"4","Round 4","014","1","71","-1","-12","08793",2005,"TIGER WOODS"
"5","Round 1","014","1","67","-5","-5","06251",2005,"CHRIS DIMARC"
"6","Round 2","014","1","67","-5","-10","06251",2005,"CHRIS DIMARC"
"7","Round 3","014","2","74","2","-8","06251",2005,"CHRIS DIMARC"
"8","Round 4","014","2","68","-4","-12","06251",2005,"CHRIS DIMARC"
"9","Round 1","014","T2","68","-4","-4","23983",2005,"LUKE DONALD"
"10","Round 2","014","T18","77","5","+1","23983",2005,"LUKE DONALD"
"11","Round 3","014","T10","69","-3","-2","23983",2005,"LUKE DONALD"
"12","Round 4","014","T3","69","-3","-5","23983",2005,"LUKE DONALD"
"13","Round 1","014","T8","71","-1","-1","20157",2005,"RETIEF GOOSEN"
"14","Round 2","014","T23","75","3","+2","20157",2005,"RETIEF GOOSEN"
"15","Round 3","014","T16","70","-2","E","20157",2005,"RETIEF GOOSEN"
"16","Round 4","014","T3","67","-5","-5","20157",2005,"RETIEF GOOSEN"
"17","Round 1","014","T4","69","-3","-3","20433",2005,"MARK HENSBY"
"18","Round 2","014","T6","73","1","-2","20433",2005,"MARK HENSBY"
"19","Round 3","014","T6","70","-2","-4","20433",2005,"MARK HENSBY"
"20","Round 4","014","T5","72","E","-4","20433",2005,"MARK HENSBY"
"21","Round 1","014","T27","73","1","+1","22378",2005,"TREVOR IMMELM"
"22","Round 2","014","T23","73","1","+2","22378",2005,"TREVOR IMMELM"
"23","Round 3","014","T4","65","-7","-5","22378",2005,"TREVOR IMMELM"
"24","Round 4","014","T5","73","1","-4","22378",2005,"TREVOR IMMELM"
"25","Round 1","014","T27","73","1","+1","20572",2005,"ROD PAMPLI"
"26","Round 2","014","T11","71","-1","E","20572",2005,"ROD PAMPLI"
"27","Round 3","014","T10","70","-2","-2","20572",2005,"ROD PAMPLI"
"28","Round 4","014","T5","70","-2","-4","20572",2005,"ROD PAMPLI"
"29","Round 1","014","T2","68","-4","-4","06567",2005,"VIJAY SINGH"
"30","Round 2","014","T4","73","1","-3","06567",2005,"VIJAY SINGH"
"31","Round 3","014","T6","71","-1","-4","06567",2005,"VIJAY SINGH"
"32","Round 4","014","T5","72","E","-4","06567",2005,"VIJAY SINGH"
"33","Round 1","014","T33","74","2","+2","10423",2005,"MIKE WEIR"
"34","Round 2","014","T18","71","-1","+1","10423",2005,"MIKE WEIR"
"35","Round 3","014","T8","68","-4","-3","10423",2005,"MIKE WEIR"
"36","Round 4","014","T5","71","-1","-4","10423",2005,"MIKE WEIR"
"37","Round 1","014","T6","70","-2","-2","01810",2005,"PHIL MICKEL"
"38","Round 2","014","T6","72","E","-2","01810",2005,"PHIL MICKEL"
"39","Round 3","014","T4","69","-3","-5","01810",2005,"PHIL MICKEL"
"40","Round 4","014","10","74","2","-3","01810",2005,"PHIL MICKEL"
"41","Round 1","014","T52","76","4","+4","12782",2005,"TIM HERRON"
"42","Round 2","014","T11","68","-4","E","12782",2005,"TIM HERRON"
"43","Round 3","014","T10","70","-2","-2","12782",2005,"TIM HERRON"
"44","Round 4","014","T11","72","E","-2","12782",2005,"TIM HERRON"
"45","Round 1","014","T14","72","E","E","20608",2005,"DAVID HOWELL"
"46","Round 2","014","T4","69","-3","-3","20608",2005,"DAVID HOWELL"
"47","Round 3","014","T21","76","4","+1","20608",2005,"DAVID HOWELL"
"48","Round 4","014","T11","69","-3","-2","20608",2005,"DAVID HOWELL"
"49","Round 1","014","T33","74","2","+2","01677",2005,"TOM LEHMAN"
"50","Round 2","014","T42","74","2","+4","01677",2005,"TOM LEHMAN"
"51","Round 3","014","T26","70","-2","+2","01677",2005,"TOM LEHMAN"
"52","Round 4","014","T13","69","-3","-1","01677",2005,"TOM LEHMAN"
"53","Round 1","014","T42","75","3","+3","10860",2005,"JUSTIN LEONAR"
"54","Round 2","014","T23","71","-1","+2","10860",2005,"JUSTIN LEONAR"
"55","Round 3","014","T16","70","-2","E","10860",2005,"JUSTIN LEONAR"
"56","Round 4","014","T13","71","-1","-1","10860",2005,"JUSTIN LEONAR"
"57","Round 1","014","T8","71","-1","-1","12662",2005,"THOMAS LEVET"
"58","Round 2","014","T23","75","3","+2","12662",2005,"THOMAS LEVET"
"59","Round 3","014","T10","68","-4","-2","12662",2005,"THOMAS LEVET"
"60","Round 4","014","T13","73","1","-1","12662",2005,"THOMAS LEVET"
"61","Round 1","014","T8","71","-1","-1","26596",2005,"RYAN MOORE"
"62","Round 2","014","T6","71","-1","-2","26596",2005,"RYAN MOORE"
"63","Round 3","014","T21","75","3","+1","26596",2005,"RYAN MOORE"
"64","Round 4","014","T13","70","-2","-1","26596",2005,"RYAN MOORE"
"65","Round 1","014","T27","73","1","+1","12510",2005,"CHAD CAMPBE"
"66","Round 2","014","T23","73","1","+2","12510",2005,"CHAD CAMPBE"
"67","Round 3","014","T8","67","-5","-3","12510",2005,"CHAD CAMPBE"
"68","Round 4","014","T17","75","3","E","12510",2005,"CHAD CAMPBE"
"69","Round 1","014","T14","72","E","E","19825",2005,"DARREN CLARKE"
"70","Round 2","014","T42","76","4","+4","19825",2005,"DARREN CLARKE"
"71","Round 3","014","T21","69","-3","+1","19825",2005,"DARREN CLARKE"
"72","Round 4","014","T17","71","-1","E","19825",2005,"DARREN CLARKE"
"73","Round 1","014","T42","75","3","+3","02214",2005,"KIRK TRIPLE"
"74","Round 2","014","T9","68","-4","-1","02214",2005,"KIRK TRIPLE"
"75","Round 3","014","T14","72","E","-1","02214",2005,"KIRK TRIPLE"
"76","Round 4","014","T17","73","1","E","02214",2005,"KIRK TRIPLE"
"77","Round 1","014","T14","72","E","E","20229",2005,"STEWAR CINK"
"78","Round 2","014","T11","72","E","E","20229",2005,"STEWAR CINK"
"79","Round 3","014","T26","74","2","+2","20229",2005,"STEWAR CINK"
"80","Round 4","014","T20","71","-1","+1","20229",2005,"STEWAR CINK"
"81","Round 1","014","T42","75","3","+3","08075",2005,"JERRY KELLY"
"82","Round 2","014","T18","70","-2","+1","08075",2005,"JERRY KELLY"
"83","Round 3","014","T26","73","1","+2","08075",2005,"JERRY KELLY"
"84","Round 4","014","T20","71","-1","+1","08075",2005,"JERRY KELLY"
"85","Round 1","014","T33","74","2","+2","01666",2005,"BERNHA LANGER"
"86","Round 2","014","T42","74","2","+4","01666",2005,"BERNHA LANGER"
"87","Round 3","014","T26","70","-2","+2","01666",2005,"BERNHA LANGER"
"88","Round 4","014","T20","71","-1","+1","01666",2005,"BERNHA LANGER"
"89","Round 1","014","T33","74","2","+2","01724",2005,"JEFF MAGGER"
"90","Round 2","014","T42","74","2","+4","01724",2005,"JEFF MAGGER"
"91","Round 3","014","T37","72","E","+4","01724",2005,"JEFF MAGGER"
"92","Round 4","014","T20","69","-3","+1","01724",2005,"JEFF MAGGER"
"93","Round 1","014","T14","72","E","E","02239",2005,"SCOTT VERPLA"
"94","Round 2","014","T35","75","3","+3","02239",2005,"SCOTT VERPLA"
"95","Round 3","014","T16","69","-3","E","02239",2005,"SCOTT VERPLA"
"96","Round 4","014","T20","73","1","+1","02239",2005,"SCOTT VERPLA"
"97","Round 1","014","T8","71","-1","-1","10944",2005,"THOMAS BJORN"
"98","Round 2","014","2","67","-5","-6","10944",2005,"THOMAS BJORN"
"99","Round 3","014","3","71","-1","-7","10944",2005,"THOMAS BJORN"
"100","Round 4","014","T25","81","9","+2","10944",2005,"THOMAS BJORN"
"101","Round 1","014","T33","74","2","+2","21949",2005,"JOE OGILVI"
"102","Round 2","014","T35","73","1","+3","21949",2005,"JOE OGILVI"
"103","Round 3","014","T37","73","1","+4","21949",2005,"JOE OGILVI"
"104","Round 4","014","T25","70","-2","+2","21949",2005,"JOE OGILVI"
"105","Round 1","014","T14","72","E","E","01920",2005,"CRAIG PARRY"
"106","Round 2","014","T35","75","3","+3","01920",2005,"CRAIG PARRY"
"107","Round 3","014","T16","69","-3","E","01920",2005,"CRAIG PARRY"
"108","Round 4","014","T25","74","2","+2","01920",2005,"CRAIG PARRY"
"109","Round 1","014","T52","76","4","+4","10809",2005,"JIM FURYK"
"110","Round 2","014","T9","67","-5","-1","10809",2005,"JIM FURYK"
"111","Round 3","014","T21","74","2","+1","10809",2005,"JIM FURYK"
"112","Round 4","014","28","74","2","+3","10809",2005,"JIM FURYK"
"113","Round 1","014","T52","76","4","+4","07457",2005,"STEVE FLESCH"
"114","Round 2","014","T23","70","-2","+2","07457",2005,"STEVE FLESCH"
"115","Round 3","014","T16","70","-2","E","07457",2005,"STEVE FLESCH"
"116","Round 4","014","T29","76","4","+4","07457",2005,"STEVE FLESCH"
"117","Round 1","014","T52","76","4","+4","01945",2005,"KENNY PERRY"
"118","Round 2","014","T11","68","-4","E","01945",2005,"KENNY PERRY"
"119","Round 3","014","T14","71","-1","-1","01945",2005,"KENNY PERRY"
"120","Round 4","014","T29","77","5","+4","01945",2005,"KENNY PERRY"
"121","Round 1","014","T33","74","2","+2","19958",2005,"MIGUEL JIMENE"
"122","Round 2","014","T42","74","2","+4","19958",2005,"MIGUEL JIMENE"
"123","Round 3","014","T41","73","1","+5","19958",2005,"MIGUEL JIMENE"
"124","Round 4","014","T31","72","E","+5","19958",2005,"MIGUEL JIMENE"
"125","Round 1","014","T14","72","E","E","01887",2005,"MARK O'MEAR"
"126","Round 2","014","T23","74","2","+2","01887",2005,"MARK O'MEAR"
"127","Round 3","014","T26","72","E","+2","01887",2005,"MARK O'MEAR"
"128","Round 4","014","T31","75","3","+5","01887",2005,"MARK O'MEAR"
"129","Round 1","014","T27","73","1","+1","24357",2005,"K.J. CHOI"
"130","Round 2","014","T18","72","E","+1","24357",2005,"K.J. CHOI"
"131","Round 3","014","T41","76","4","+5","24357",2005,"K.J. CHOI"
"132","Round 4","014","T33","73","1","+6","24357",2005,"K.J. CHOI"
"133","Round 1","014","T14","72","E","E","20218",2005,"SHINGO KATAYA"
"134","Round 2","014","T23","74","2","+2","20218",2005,"SHINGO KATAYA"
"135","Round 3","014","T35","73","1","+3","20218",2005,"SHINGO KATAYA"
"136","Round 4","014","T33","75","3","+6","20218",2005,"SHINGO KATAYA"
"137","Round 1","014","T14","72","E","E","24138",2005,"IAN POULTE"
"138","Round 2","014","T23","74","2","+2","24138",2005,"IAN POULTE"
"139","Round 3","014","T26","72","E","+2","24138",2005,"IAN POULTE"
"140","Round 4","014","T33","76","4","+6","24138",2005,"IAN POULTE"
"141","Round 1","014","T8","71","-1","-1","24502",2005,"ADAM SCOTT"
"142","Round 2","014","T35","76","4","+3","24502",2005,"ADAM SCOTT"
"143","Round 3","014","T35","72","E","+3","24502",2005,"ADAM SCOTT"
"144","Round 4","014","T33","75","3","+6","24502",2005,"ADAM SCOTT"
"145","Round 1","014","T14","72","E","E","26497",2005,"CASEY WITTEN"
"146","Round 2","014","T11","72","E","E","26497",2005,"CASEY WITTEN"
"147","Round 3","014","T26","74","2","+2","26497",2005,"CASEY WITTEN"
"148","Round 4","014","T33","76","4","+6","26497",2005,"CASEY WITTEN"
"149","Round 1","014","T62","77","5","+5","27129",2005,"LUKE LIST"
"150","Round 2","014","T23","69","-3","+2","27129",2005,"LUKE LIST"
"151","Round 3","014","47","78","6","+8","27129",2005,"LUKE LIST"
"152","Round 4","014","T33","70","-2","+6","27129",2005,"LUKE LIST"
"153","Round 1","014","T33","74","2","+2","23135",2005,"TIM CLARK"
"154","Round 2","014","T42","74","2","+4","23135",2005,"TIM CLARK"
"155","Round 3","014","T37","72","E","+4","23135",2005,"TIM CLARK"
"156","Round 4","014","T39","75","3","+7","23135",2005,"TIM CLARK"
"157","Round 1","014","T42","75","3","+3","01226",2005,"FRED COUPLE"
"158","Round 2","014","T23","71","-1","+2","01226",2005,"FRED COUPLE"
"159","Round 3","014","T45","77","5","+7","01226",2005,"FRED COUPLE"
"160","Round 4","014","T39","72","E","+7","01226",2005,"FRED COUPLE"
"161","Round 1","014","T62","77","5","+5","01473",2005,"TODD HAMILT"
"162","Round 2","014","T35","70","-2","+3","01473",2005,"TODD HAMILT"
"163","Round 3","014","T26","71","-1","+2","01473",2005,"TODD HAMILT"
"164","Round 4","014","T39","77","5","+7","01473",2005,"TODD HAMILT"
"165","Round 1","014","T6","70","-2","-2","23320",2005,"RYAN PALMER"
"166","Round 2","014","T11","74","2","E","23320",2005,"RYAN PALMER"
"167","Round 3","014","T26","74","2","+2","23320",2005,"RYAN PALMER"
"168","Round 4","014","T39","77","5","+7","23320",2005,"RYAN PALMER"
"169","Round 1","014","T4","69","-3","-3","20098",2005,"STUART APPLEB"
"170","Round 2","014","T18","76","4","+1","20098",2005,"STUART APPLEB"
"171","Round 3","014","T21","72","E","+1","20098",2005,"STUART APPLEB"
"172","Round 4","014","T43","79","7","+8","20098",2005,"STUART APPLEB"
"173","Round 1","014","T14","72","E","E","20094",2005,"JONATH KAYE"
"174","Round 2","014","T23","74","2","+2","20094",2005,"JONATH KAYE"
"175","Round 3","014","T43","76","4","+6","20094",2005,"JONATH KAYE"
"176","Round 4","014","T43","74","2","+8","20094",2005,"JONATH KAYE"
"177","Round 1","014","T27","73","1","+1","06004",2005,"STEPHE AMES"
"178","Round 2","014","T35","74","2","+3","06004",2005,"STEPHE AMES"
"179","Round 3","014","T43","75","3","+6","06004",2005,"STEPHE AMES"
"180","Round 4","014","T45","75","3","+9","06004",2005,"STEPHE AMES"
"181","Round 1","014","T14","72","E","E","22348",2005,"NICK O'HERN"
"182","Round 2","014","T11","72","E","E","22348",2005,"NICK O'HERN"
"183","Round 3","014","T37","76","4","+4","22348",2005,"NICK O'HERN"
"184","Round 4","014","T45","77","5","+9","22348",2005,"NICK O'HERN"
"185","Round 1","014","T42","75","3","+3","06522",2005,"ERNIE ELS"
"186","Round 2","014","T42","73","1","+4","06522",2005,"ERNIE ELS"
"187","Round 3","014","T48","78","6","+10","06522",2005,"ERNIE ELS"
"188","Round 4","014","47","72","E","+10","06522",2005,"ERNIE ELS"
"189","Round 1","014","T52","76","4","+4","01457",2005,"JAY HAAS"
"190","Round 2","014","T35","71","-1","+3","01457",2005,"JAY HAAS"
"191","Round 3","014","T45","76","4","+7","01457",2005,"JAY HAAS"
"192","Round 4","014","48","78","6","+13","01457",2005,"JAY HAAS"
"193","Round 1","014","T8","71","-1","-1","20127",2005,"CHRIS RILEY"
"194","Round 2","014","T42","77","5","+4","20127",2005,"CHRIS RILEY"
"195","Round 3","014","T48","78","6","+10","20127",2005,"CHRIS RILEY"
"196","Round 4","014","49","78","6","+16","20127",2005,"CHRIS RILEY"
"197","Round 1","014","T42","75","3","+3","02133",2005,"CRAIG STADLE"
"198","Round 2","014","T42","73","1","+4","02133",2005,"CRAIG STADLE"
"199","Round 3","014","50","79","7","+11","02133",2005,"CRAIG STADLE"
"200","Round 4","014","50","79","7","+18","02133",2005,"CRAIG STADLE"
"201","Round 1","014","T52","76","4","+4","12823",2005,"CARLOS FRANCO"
"202","Round 2","014","T51","73","1","+5","12823",2005,"CARLOS FRANCO"
"203","Round 1","014","T62","77","5","+5","21209",2005,"SERGIO GARCIA"
"204","Round 2","014","T51","72","E","+5","21209",2005,"SERGIO GARCIA"
"205","Round 1","014","T14","72","E","E","20766",2005,"PADRAI HARRIN"
"206","Round 2","014","T51","77","5","+5","20766",2005,"PADRAI HARRIN"
"207","Round 1","014","T27","73","1","+1","21961",2005,"CHARLE HOWELL"
"208","Round 2","014","T51","76","4","+5","21961",2005,"CHARLE HOWELL"
"209","Round 1","014","T78","79","7","+7","25572",2005,"GRAEME MCDOWE"
"210","Round 2","014","T51","70","-2","+5","25572",2005,"GRAEME MCDOWE"
"211","Round 1","014","T62","77","5","+5","10885",2005,"ROBERT ALLENB"
"212","Round 2","014","T56","73","1","+6","10885",2005,"ROBERT ALLENB"
"213","Round 1","014","T62","77","5","+5","20848",2005,"ANGEL CABRER"
"214","Round 2","014","T56","73","1","+6","20848",2005,"ANGEL CABRER"
"215","Round 1","014","T14","72","E","E","01381",2005,"FRED FUNK"
"216","Round 2","014","T56","78","6","+6","01381",2005,"FRED FUNK"
"217","Round 1","014","T74","78","6","+6","20396",2005,"LEE WESTWO"
"218","Round 2","014","T56","72","E","+6","20396",2005,"LEE WESTWO"
"219","Round 1","014","T78","79","7","+7","19830",2005,"JOAKIM HAEGGM"
"220","Round 2","014","T60","72","E","+7","19830",2005,"JOAKIM HAEGGM"
"221","Round 1","014","T52","76","4","+4","01706",2005,"DAVIS LOVE I"
"222","Round 2","014","T60","75","3","+7","01706",2005,"DAVIS LOVE I"
"223","Round 1","014","T62","77","5","+5","12660",2005,"JESPER PARNEV"
"224","Round 2","014","T60","74","2","+7","12660",2005,"JESPER PARNEV"
"225","Round 1","014","T52","76","4","+4","23623",2005,"BO VAN PE"
"226","Round 2","014","T60","75","3","+7","23623",2005,"BO VAN PE"
"227","Round 1","014","T42","75","3","+3","23614",2005,"RICH BEEM"
"228","Round 2","014","T64","77","5","+8","23614",2005,"RICH BEEM"
"229","Round 1","014","T82","80","8","+8","22621",2005,"BEN CURTIS"
"230","Round 2","014","T64","72","E","+8","22621",2005,"BEN CURTIS"
"231","Round 1","014","T42","75","3","+3","09011",2005,"DAVID DUVAL"
"232","Round 2","014","T64","77","5","+8","09011",2005,"DAVID DUVAL"
"233","Round 1","014","T52","76","4","+4","01355",2005,"RAY FLOYD"
"234","Round 2","014","T64","76","4","+8","01355",2005,"RAY FLOYD"
"235","Round 1","014","T62","77","5","+5","21731",2005,"FREDDI JACOBS"
"236","Round 2","014","T64","75","3","+8","21731",2005,"FREDDI JACOBS"
"237","Round 1","014","T85","81","9","+9","24024",2005,"ZACH JOHNSO"
"238","Round 2","014","T64","71","-1","+8","24024",2005,"ZACH JOHNSO"
"239","Round 1","014","T42","75","3","+3","20634",2005,"PETER LONARD"
"240","Round 2","014","T64","77","5","+8","20634",2005,"PETER LONARD"
"241","Round 1","014","T33","74","2","+2","01717",2005,"SANDY LYLE"
"242","Round 2","014","T64","78","6","+8","01717",2005,"SANDY LYLE"
"243","Round 1","014","T82","80","8","+8","23621",2005,"RORY SABBAT"
"244","Round 2","014","T64","72","E","+8","23621",2005,"RORY SABBAT"
"245","Round 1","014","T62","77","5","+5","02206",2005,"DAVID TOMS"
"246","Round 2","014","T64","75","3","+8","02206",2005,"DAVID TOMS"
"247","Round 1","014","T42","75","3","+3","06515",2005,"SHAUN MICHEE"
"248","Round 2","014","T74","78","6","+9","06515",2005,"SHAUN MICHEE"
"249","Round 1","014","T74","78","6","+6","01823",2005,"LARRY MIZE"
"250","Round 2","014","T74","75","3","+9","01823",2005,"LARRY MIZE"
"251","Round 1","014","T62","77","5","+5","01869",2005,"JACK NICKLA"
"252","Round 2","014","T74","76","4","+9","01869",2005,"JACK NICKLA"
"253","Round 1","014","T62","77","5","+5","06373",2005,"JOSE M OLAZAB"
"254","Round 2","014","T74","76","4","+9","06373",2005,"JOSE M OLAZAB"
"255","Round 1","014","T62","77","5","+5","02256",2005,"TOM WATSON"
"256","Round 2","014","T74","76","4","+9","02256",2005,"TOM WATSON"
"257","Round 1","014","T82","80","8","+8","01249",2005,"JOHN DALY"
"258","Round 2","014","T79","74","2","+10","01249",2005,"JOHN DALY"
"259","Round 1","014","T74","78","6","+6","01968",2005,"NICK PRICE"
"260","Round 2","014","T79","76","4","+10","01968",2005,"NICK PRICE"
"261","Round 1","014","T62","77","5","+5","21959",2005,"TED PURDY"
"262","Round 2","014","81","78","6","+11","21959",2005,"TED PURDY"
"263","Round 1","014","T52","76","4","+4","01235",2005,"BEN CRENSH"
"264","Round 2","014","T82","80","8","+12","01235",2005,"BEN CRENSH"
"265","Round 1","014","T74","78","6","+6","02300",2005,"IAN WOOSNA"
"266","Round 2","014","T82","78","6","+12","02300",2005,"IAN WOOSNA"
"267","Round 1","014","T78","79","7","+7","25364",2005,"PAUL CASEY"
"268","Round 2","014","84","78","6","+13","25364",2005,"PAUL CASEY"
"269","Round 1","014","T85","81","9","+9","28139",2005,"AUSTIN EATON"
"270","Round 2","014","T85","77","5","+14","28139",2005,"AUSTIN EATON"
"271","Round 1","014","T87","82","10","+10","12680",2005,"SHIGEK MARUYA"
"272","Round 2","014","T85","76","4","+14","12680",2005,"SHIGEK MARUYA"
"273","Round 1","014","T78","79","7","+7","01001",2005,"TOMMY AARON"
"274","Round 2","014","87","82","10","+17","01001",2005,"TOMMY AARON"
"275","Round 1","014","89","84","12","+12","02321",2005,"FUZZY ZOELLE"
"276","Round 2","014","88","78","6","+18","02321",2005,"FUZZY ZOELLE"
"277","Round 1","014","T87","82","10","+10","25782",2005,"STUART WILSON"
"278","Round 2","014","89","82","10","+20","25782",2005,"STUART WILSON"
"279","Round 1","014","T90","88","16","+16","01955",2005,"GARY PLAYER"
"280","Round 2","014","90","79","7","+23","01955",2005,"GARY PLAYER"
"281","Round 1","014","T90","88","16","+16","01215",2005,"CHARLE COODY"
"282","Round 2","014","91","83","11","+27","01215",2005,"CHARLE COODY"
"283","Round 1","014","92","106","34","+34","01177",2005,"BILLY CASPER"
"284","Round 1","014","T4","70","-2","-2","01810",2006,"PHIL MICKEL"
"285","Round 2","014","T5","72","E","-2","01810",2006,"PHIL MICKEL"
"286","Round 3","014","1","70","-2","-4","01810",2006,"PHIL MICKEL"
"287","Round 4","014","1","69","-3","-7","01810",2006,"PHIL MICKEL"
"288","Round 1","014","T4","70","-2","-2","23135",2006,"TIM CLARK"
"289","Round 2","014","T5","72","E","-2","23135",2006,"TIM CLARK"
"290","Round 3","014","T4","72","E","-2","23135",2006,"TIM CLARK"
"291","Round 4","014","2","69","-3","-5","23135",2006,"TIM CLARK"
"292","Round 1","014","T8","71","-1","-1","12510",2006,"CHAD CAMPBE"
"293","Round 2","014","1","67","-5","-6","12510",2006,"CHAD CAMPBE"
"294","Round 3","014","T2","75","3","-3","12510",2006,"CHAD CAMPBE"
"295","Round 4","014","T3","71","-1","-4","12510",2006,"CHAD CAMPBE"
"296","Round 1","014","T8","71","-1","-1","01226",2006,"FRED COUPLE"
"297","Round 2","014","T2","70","-2","-3","01226",2006,"FRED COUPLE"
"298","Round 3","014","T2","72","E","-3","01226",2006,"FRED COUPLE"
"299","Round 4","014","T3","71","-1","-4","01226",2006,"FRED COUPLE"
"300","Round 1","014","T4","70","-2","-2","20157",2006,"RETIEF GOOSEN"
"301","Round 2","014","T10","73","1","-1","20157",2006,"RETIEF GOOSEN"
"302","Round 3","014","T10","72","E","-1","20157",2006,"RETIEF GOOSEN"
"303","Round 4","014","T3","69","-3","-4","20157",2006,"RETIEF GOOSEN"
"304","Round 1","014","T55","76","4","+4","06373",2006,"JOSE M OLAZAB"
"305","Round 2","014","T39","71","-1","+3","06373",2006,"JOSE M OLAZAB"
"306","Round 3","014","T22","71","-1","+2","06373",2006,"JOSE M OLAZAB"
"307","Round 4","014","T3","66","-6","-4","06373",2006,"JOSE M OLAZAB"
"308","Round 1","014","T19","72","E","E","08793",2006,"TIGER WOODS"
"309","Round 2","014","T10","71","-1","-1","08793",2006,"TIGER WOODS"
"310","Round 3","014","T4","71","-1","-2","08793",2006,"TIGER WOODS"
"311","Round 4","014","T3","70","-2","-4","08793",2006,"TIGER WOODS"
"312","Round 1","014","T30","73","1","+1","20848",2006,"ANGEL CABRER"
"313","Round 2","014","T39","74","2","+3","20848",2006,"ANGEL CABRER"
"314","Round 3","014","T16","70","-2","+1","20848",2006,"ANGEL CABRER"
"315","Round 4","014","T8","68","-4","-3","20848",2006,"ANGEL CABRER"
"316","Round 1","014","1","67","-5","-5","06567",2006,"VIJAY SINGH"
"317","Round 2","014","T2","74","2","-3","06567",2006,"VIJAY SINGH"
"318","Round 3","014","T4","73","1","-2","06567",2006,"VIJAY SINGH"
"319","Round 4","014","T8","71","-1","-3","06567",2006,"VIJAY SINGH"
"320","Round 1","014","T19","72","E","E","20229",2006,"STEWAR CINK"
"321","Round 2","014","T23","73","1","+1","20229",2006,"STEWAR CINK"
"322","Round 3","014","T12","71","-1","E","20229",2006,"STEWAR CINK"
"323","Round 4","014","10","70","-2","-2","20229",2006,"STEWAR CINK"
"324","Round 1","014","T37","74","2","+2","06004",2006,"STEPHE AMES"
"325","Round 2","014","T17","70","-2","E","06004",2006,"STEPHE AMES"
"326","Round 3","014","T4","70","-2","-2","06004",2006,"STEPHE AMES"
"327","Round 4","014","T11","73","1","-1","06004",2006,"STEPHE AMES"
"328","Round 1","014","T19","72","E","E","19958",2006,"MIGUEL JIMENE"
"329","Round 2","014","T30","74","2","+2","19958",2006,"MIGUEL JIMENE"
"330","Round 3","014","T10","69","-3","-1","19958",2006,"MIGUEL JIMENE"
"331","Round 4","014","T11","72","E","-1","19958",2006,"MIGUEL JIMENE"
"332","Round 1","014","T8","71","-1","-1","10423",2006,"MIKE WEIR"
"333","Round 2","014","T17","73","1","E","10423",2006,"MIKE WEIR"
"334","Round 3","014","T16","73","1","+1","10423",2006,"MIKE WEIR"
"335","Round 4","014","T11","70","-2","-1","10423",2006,"MIKE WEIR"
"336","Round 1","014","T8","71","-1","-1","01766",2006,"BILLY MAYFAI"
"337","Round 2","014","T10","72","E","-1","01766",2006,"BILLY MAYFAI"
"338","Round 3","014","T12","73","1","E","01766",2006,"BILLY MAYFAI"
"339","Round 4","014","T14","72","E","E","01766",2006,"BILLY MAYFAI"
"340","Round 1","014","3","69","-3","-3","20628",2006,"ARRON OBERHO"
"341","Round 2","014","T17","75","3","E","20628",2006,"ARRON OBERHO"
"342","Round 3","014","T16","73","1","+1","20628",2006,"ARRON OBERHO"
"343","Round 4","014","T14","71","-1","E","20628",2006,"ARRON OBERHO"
"344","Round 1","014","T4","70","-2","-2","22046",2006,"GEOFF OGILVY"
"345","Round 2","014","T23","75","3","+1","22046",2006,"GEOFF OGILVY"
"346","Round 3","014","T22","73","1","+2","22046",2006,"GEOFF OGILVY"
"347","Round 4","014","T16","71","-1","+1","22046",2006,"GEOFF OGILVY"
"348","Round 1","014","T19","72","E","E","20572",2006,"ROD PAMPLI"
"349","Round 2","014","T23","73","1","+1","20572",2006,"ROD PAMPLI"
"350","Round 3","014","T16","72","E","+1","20572",2006,"ROD PAMPLI"
"351","Round 4","014","T16","72","E","+1","20572",2006,"ROD PAMPLI"
"352","Round 1","014","T37","74","2","+2","02239",2006,"SCOTT VERPLA"
"353","Round 2","014","T17","70","-2","E","02239",2006,"SCOTT VERPLA"
"354","Round 3","014","T22","74","2","+2","02239",2006,"SCOTT VERPLA"
"355","Round 4","014","T16","71","-1","+1","02239",2006,"SCOTT VERPLA"
"356","Round 1","014","T8","71","-1","-1","20098",2006,"STUART APPLEB"
"357","Round 2","014","T30","75","3","+2","20098",2006,"STUART APPLEB"
"358","Round 3","014","T29","73","1","+3","20098",2006,"STUART APPLEB"
"359","Round 4","014","T19","71","-1","+2","20098",2006,"STUART APPLEB"
"360","Round 1","014","T8","71","-1","-1","20608",2006,"DAVID HOWELL"
"361","Round 2","014","T5","71","-1","-2","20608",2006,"DAVID HOWELL"
"362","Round 3","014","T22","76","4","+2","20608",2006,"DAVID HOWELL"
"363","Round 4","014","T19","72","E","+2","20608",2006,"DAVID HOWELL"
"364","Round 1","014","T8","71","-1","-1","22348",2006,"NICK O'HERN"
"365","Round 2","014","T10","72","E","-1","22348",2006,"NICK O'HERN"
"366","Round 3","014","T29","76","4","+3","22348",2006,"NICK O'HERN"
"367","Round 4","014","T19","71","-1","+2","22348",2006,"NICK O'HERN"
"368","Round 1","014","T30","73","1","+1","10885",2006,"ROBERT ALLENB"
